Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Tom Shadyac,8,895460710.0,488000000,360.0,51.8,111932588.75,6.475,8.713651774999999
Kevin Reynolds,5,345159293.0,305000000,nan,33.6,69031858.6,6.720000000000001,8.100637172
Stephen Gaghan,3,138599368.0,250000000,138.0,17.3,46199789.333333336,5.766666666666667,6.690662453333333
Guy Ritchie,12,608251076.0,636350000,616.0,84.69999999999999,50687589.666666664,7.058333333333333,8.072085126666666
Carl Rinsch,1,38362475.0,175000000,28.0,6.2,38362475.0,6.2,6.9672495
Domee Shi,1,nan,175000000,83.0,7.0,nan,7.0,nan
J.A. Bayona,3,440480465.0,253000000,200.0,21.0,146826821.66666666,7.0,9.936536433333334
Robert Zemeckis,14,1725589867.0,1011000000,889.0,101.80000000000001,123256419.07142857,7.271428571428572,9.736556952857143
Rupert Sanders,2,195895938.0,280000000,109.0,12.399999999999999,97947969.0,6.199999999999999,8.158959379999999
Jonathan Mostow,4,316230443.0,348000000,246.0,26.2,79057610.75,6.55,8.131152215
Samuel Armstrong,3,nan,173138000,283.0,22.2,nan,7.3999999999999995,nan
Norman Ferguson,4,nan,230489247,393.0,29.7,nan,7.425,nan
Wilfred Jackson,8,nan,395977247,719.0,59.199999999999996,nan,7.3999999999999995,nan
Michael Dougherty,2,153225613.0,185000000,97.0,12.2,76612806.5,6.1,7.63225613
Robert Rodriguez,15,nan,490514000,nan,97.49999999999999,nan,6.499999999999999,nan
James Bobin,4,277333674.0,319000000,233.0,25.800000000000004,69333418.5,6.450000000000001,7.836668370000001
Mike Mitchell,7,924308485.0,596000000,356.0,41.6,132044069.28571428,5.942857142857143,8.583738528571429
Scott Derrickson,6,545112355.0,297200000,291.0,38.199999999999996,90852059.16666667,6.366666666666666,8.18370785
Don Hall,4,535946681.0,480000000,294.0,28.199999999999996,133986670.25,7.049999999999999,9.729733405
Chris Williams,2,336581407.0,315000000,141.0,14.6,168290703.5,7.3,10.66581407
Dean DeBlois,4,701323998.0,519000000,297.0,30.599999999999998,175330999.5,7.6499999999999995,11.15661999
Chris Sanders,4,612886362.0,505000000,252.0,29.3,153221590.5,7.325,10.38943181
Gary Trousdale,4,622130563.0,370000000,316.0,29.9,155532640.75,7.475,10.585652815
Kirk Wise,4,622130563.0,370000000,316.0,29.9,155532640.75,7.475,10.585652815
Chris Miller,2,471980448.0,290000000,123.0,12.7,235990224.0,6.35,11.069804479999998
Raman Hui,1,322719944.0,160000000,58.0,6.1,322719944.0,6.1,12.55439888
Francis Lawrence,7,1481481244.0,747000000,425.0,48.3,211640177.7142857,6.8999999999999995,11.132803554285713
Matthew Vaughn,7,501127438.0,562500000,418.0,50.9,71589634.0,7.271428571428571,8.703221251428571
David Fincher,9,809711813.0,629000000,654.0,71.1,89967979.22222222,7.8999999999999995,9.699359584444444
Wolfgang Petersen,6,628775152.0,577000000,376.0,41.0,104795858.66666667,6.833333333333333,8.929250506666666
Duncan Jones,3,107087680.0,197000000,173.0,22.0,35695893.333333336,7.333333333333333,8.0472512
Justin Simien,2,71943208.0,159000000,nan,12.3,35971604.0,6.15,6.86943208
Adam Wingard,4,nan,206000000,215.0,22.5,nan,5.625,nan
Alan Taylor,3,304360499.0,355000000,152.0,19.4,101453499.66666667,6.466666666666666,8.495736659999999
Steven S. DeKnight,1,59874525.0,155000000,44.0,5.6,59874525.0,5.6,6.797490499999999
Oliver Stone,14,650464056.0,570100000,889.0,98.00000000000001,46461718.28571428,7.000000000000001,7.9292343657142865
Greta Gerwig,4,900472899.0,218000000,355.0,30.1,225118224.75,7.525,12.027364495
Chris Buck,4,1108286100.0,545000000,282.0,28.2,277071525.0,7.05,12.5914305
Jennifer Lee,2,878326587.0,300000000,139.0,14.2,439163293.5,7.1,15.883265869999999
Jared Bush,2,437361870.0,300000000,153.0,15.2,218680935.0,7.6,11.9736187
Mike Newell,6,461957907.0,332500000,373.0,41.4,76992984.5,6.8999999999999995,8.439859689999999
Destin Daniel Cretton,2,260544794.0,175000000,139.0,15.0,130272397.0,7.5,10.10544794
Jan Pinkava,1,206445654.0,150000000,96.0,8.1,206445654.0,8.1,12.22891308
Kenneth Branagh,11,nan,589900000,nan,74.30000000000001,nan,6.754545454545456,nan
Eric Darnell,5,764606727.0,562000000,303.0,33.4,152921345.4,6.68,9.738426908
Tom McGrath,5,913416839.0,625000000,291.0,33.9,182683367.8,6.779999999999999,10.433667355999999
Gavin Hood,5,272973594.0,303500000,289.0,34.4,54594718.8,6.88,7.971894376
Shawn Levy,11,1130331333.0,784000000,483.0,67.6,102757393.9090909,6.145454545454545,8.200602423636363
Jennifer Yuh Nelson,3,321473373.0,324000000,172.0,20.0,107157791.0,6.666666666666667,8.809822486666667
George Miller,10,nan,548200000,nan,65.3,nan,6.529999999999999,nan
Mark Dindal,3,228589989.0,282000000,180.0,20.0,76196663.0,6.666666666666667,8.190599926666668
M. Night Shyamalan,13,1427988540.0,742628700,631.0,80.2,109845272.3076923,6.1692307692307695,8.366136215384616
Simon J. Smith,2,210482188.0,282000000,107.0,12.7,105241094.0,6.35,8.454821879999999
Steve Hickner,2,228044465.0,210000000,118.0,13.3,114022232.5,6.65,8.93044465
Hoyt Yeatman,1,119436770.0,150000000,41.0,5.1,119436770.0,5.1,7.4887353999999995
Charise Castro Smith,1,96093622.0,150000000,75.0,7.2,96093622.0,7.2,9.12187244
John Francis Daley,3,221429444.0,218000000,172.0,20.299999999999997,73809814.66666667,6.766666666666666,8.24286296
Jonathan Goldstein,3,221429444.0,218000000,172.0,20.299999999999997,73809814.66666667,6.766666666666666,8.24286296
Jonathan Liebesman,6,621701179.0,381500000,189.0,33.8,103616863.16666667,5.633333333333333,7.705670596666666
Malcolm D. Lee,10,522358851.0,348000000,525.0,57.50000000000001,52235885.1,5.750000000000001,6.794717702000001
Joe Johnston,7,nan,661400000,nan,43.79999999999999,nan,6.257142857142855,nan
Yimou Zhang,3,110300943.0,204000000,216.0,21.3,36766981.0,7.1000000000000005,7.835339620000001
Joe Wright,8,nan,417000000,508.0,54.49999999999999,nan,6.812499999999999,nan
Simon Wells,3,179638440.0,290000000,155.0,18.6,59879480.0,6.2,7.3975896
Rawson Marshall Thurber,4,nan,355000000,195.0,25.099999999999998,nan,6.2749999999999995,nan
David Bowers,5,206662660.0,276000000,271.0,30.0,41332532.0,6.0,6.82665064
Sam Fell,3,171545868.0,269000000,199.0,19.7,57181956.0,6.566666666666666,7.710305786666666
Kevin Lima,3,365856107.0,315000000,189.0,19.2,121952035.66666667,6.3999999999999995,8.839040713333333
Peter Ramsey,1,103412758.0,145000000,58.0,7.2,103412758.0,7.2,9.26825516
Breck Eisner,3,135163174.0,244000000,131.0,18.4,45054391.333333336,6.133333333333333,7.03442116
Ivan Reitman,11,1060421801.0,505000000,626.0,70.89999999999999,96401981.9090909,6.445454545454544,8.373494183636362
Lee Tamahori,5,281466770.0,319100000,229.0,30.300000000000004,56293354.0,6.0600000000000005,7.18586708
Alessandro Carloni,1,143528619.0,140000000,66.0,7.1,143528619.0,7.1,9.97057238
Richard Donner,14,950968897.0,668800000,nan,96.0,67926349.78571428,6.857142857142857,8.215669852857143
Jon M. Chu,8,568027775.0,380500000,434.0,44.600000000000016,71003471.875,5.575000000000002,6.9950694375000015
Edward Zwick,8,449477463.0,514000000,477.0,57.300000000000004,56184682.875,7.1625000000000005,8.2861936575
Dean Parisot,5,249112239.0,309000000,274.0,31.200000000000003,49822447.8,6.24,7.236448956
Ang Lee,10,578339823.0,564400000,685.0,69.4,57833982.3,6.94,8.096679646
Alex Proyas,4,270290452.0,322000000,191.0,26.299999999999997,67572613.0,6.574999999999999,7.92645226
Jim Goldman,1,nan,140000000,nan,3.5,nan,3.5,nan
Hironobu Sakaguchi,1,32131830.0,137000000,49.0,6.4,32131830.0,6.4,7.042636600000001
Motonori Sakakibara,1,32131830.0,137000000,49.0,6.4,32131830.0,6.4,7.042636600000001
Bill Condon,7,714095499.0,389200000,430.0,44.3,102013642.71428572,6.328571428571428,8.368844282857143
Kirk DeMicco,3,233027993.0,242000000,141.0,17.4,77675997.66666667,5.8,7.3535199533333335
Alejandro G. Iñárritu,6,287081509.0,230000000,443.0,46.300000000000004,47846918.166666664,7.716666666666668,8.673605030000001
Michael Apted,5,257517095.0,246000000,270.0,32.9,51503419.0,6.58,7.6100683799999995
Peter Weir,7,402826251.0,255400000,522.0,53.0,57546607.28571428,7.571428571428571,8.722360717142857
David Soren,2,156949128.0,173000000,127.0,12.600000000000001,78474564.0,6.300000000000001,7.869491280000001
Dave Green,2,120986443.0,148000000,93.0,11.600000000000001,60493221.5,5.800000000000001,7.00986443
Gary Eck,1,64006466.0,135000000,50.0,5.8,64006466.0,5.8,7.080129319999999
David Peers,1,64006466.0,135000000,50.0,5.8,64006466.0,5.8,7.080129319999999
Michael Mann,7,432365646.0,584500000,483.0,48.2,61766520.85714286,6.885714285714286,8.121044702857143
Qui Nguyen,1,37968963.0,135000000,65.0,5.7,37968963.0,5.7,6.45937926
Lasse Hallström,10,433699985.0,358900000,517.0,68.39999999999999,43369998.5,6.839999999999999,7.707399969999999
Alfonso Cuarón,4,nan,331000000,358.0,31.2,nan,7.8,nan
Paul Greengrass,7,752453711.0,546000000,524.0,51.3,107493387.28571428,7.328571428571428,9.478439174285715
Mark Osborne,2,217110743.0,207500000,144.0,15.3,108555371.5,7.65,9.821107430000001
John Stevenson,2,259014462.0,189000000,110.0,12.8,129507231.0,6.4,8.99014462
Tim Johnson,6,804453185.0,342500000,352.0,39.4,134075530.83333333,6.566666666666666,9.248177283333334
Carlos Saldanha,7,1056060367.0,641000000,404.0,47.49999999999999,150865766.7142857,6.785714285714285,9.803029619999998
Phillip Noyce,9,520311179.0,441000000,571.0,60.5,57812353.222222224,6.722222222222222,7.878469286666666
Darren Aronofsky,7,269193613.0,218568000,497.0,51.099999999999994,38456230.428571425,7.299999999999999,8.069124608571428
Robert Schwentke,5,407300234.0,394000000,227.0,32.2,81460046.8,6.44,8.069200936
Ben Wheatley,4,84438504.0,139830000,nan,24.199999999999996,21109626.0,6.049999999999999,6.472192519999999
Eric Leighton,1,137748063.0,127500000,56.0,6.4,137748063.0,6.4,9.15496126
Ralph Zondag,1,137748063.0,127500000,56.0,6.4,137748063.0,6.4,9.15496126
Chris Columbus,11,1620826284.0,668000000,549.0,73.89999999999999,147347844.0,6.718181818181818,9.665138698181817
Jake Kasdan,7,925172100.0,332000000,nan,44.2,132167442.85714285,6.314285714285715,8.957634571428573
Walt Dohrn,1,154025064.0,125000000,55.0,6.4,154025064.0,6.4,9.48050128
Tony Gilroy,3,202810577.0,206500000,212.0,19.9,67603525.66666667,6.633333333333333,7.985403846666666
Joel Schumacher,15,886874366.0,634500000,nan,95.0,59124957.733333334,6.333333333333333,7.515832488
Paul Verhoeven,8,496391209.0,567100000,445.0,55.400000000000006,62048901.125,6.925000000000001,8.165978022500001
David F. Sandberg,4,367479091.0,230000000,238.0,25.8,91869772.75,6.45,8.287395455
Justin Kurzel,1,54647948.0,125000000,36.0,5.6,54647948.0,5.6,6.6929589599999995
Chris Wedge,4,445476265.0,370000000,218.0,26.200000000000003,111369066.25,6.550000000000001,8.777381325
John McTiernan,10,608910163.0,584000000,484.0,66.5,60891016.3,6.65,7.867820326
Michael Crichton,1,32698899.0,125000000,42.0,6.6,32698899.0,6.6,7.253977979999999
Paul King,2,nan,180000000,nan,nan,nan,nan,nan
Ruben Fleischer,7,807448027.0,420600000,332.0,46.6,115349718.14285715,6.6571428571428575,8.964137220000001
Tim Story,10,808830870.0,333750000,nan,61.699999999999996,80883087.0,6.17,7.78766174
Mark Steven Johnson,3,236599529.0,220000000,116.0,17.4,78866509.66666667,5.8,7.377330193333333
Brad Peyton,5,408492340.0,399000000,189.0,27.5,81698468.0,5.5,7.13396936
Neill Blomkamp,3,240265620.0,199000000,183.0,21.299999999999997,80088540.0,7.099999999999999,8.701770799999998
Dean Israelite,2,107712691.0,132000000,91.0,12.2,53856345.5,6.1,7.17712691
Angel Manuel Soto,1,72488072.0,120000000,nan,6.1,72488072.0,6.1,7.549761439999999
David Twohy,4,154542266.0,195000000,199.0,26.5,38635566.5,6.625,7.39771133
Oley Sassone,1,nan,120000000,nan,3.8,nan,3.8,nan
Renae Barnard,1,nan,120000000,nan,nan,nan,nan,nan
David Mackenzie,2,nan,132000000,147.0,14.5,nan,7.25,nan
Antoine Fuqua,12,nan,759000000,613.0,81.30000000000001,nan,6.775000000000001,nan
David Silverman,2,473777270.0,187500000,159.0,15.399999999999999,236888635.0,7.699999999999999,12.4377727
Roger Donaldson,7,300223608.0,310000000,346.0,46.400000000000006,42889086.85714286,6.628571428571429,7.486353165714286
Cedric Nicolas-Troyan,1,48390190.0,115000000,35.0,6.1,48390190.0,6.1,7.0678038
John Woo,6,nan,374000000,nan,39.9,nan,6.6499999999999995,nan
J.C. Chandor,4,nan,146900000,303.0,27.5,nan,6.875,nan
Andy Serkis,1,213550366.0,110000000,49.0,5.9,213550366.0,5.9,10.171007320000001
Raja Gosnell,7,681124008.0,387500000,238.0,34.199999999999996,97303429.71428572,4.885714285714285,6.83178288
Len Wiseman,3,248818968.0,177000000,147.0,20.8,82939656.0,6.933333333333334,8.592126453333334
Steven Soderbergh,21,nan,648800000,1464.0,138.9,nan,6.614285714285715,nan
Roger Spottiswoode,7,nan,243500000,nan,44.99999999999999,nan,6.428571428571428,nan
Noam Murro,1,106580051.0,110000000,48.0,6.2,106580051.0,6.2,8.33160102
Morten Tyldum,2,191140382.0,125000000,112.0,15.0,95570191.0,7.5,9.41140382
Michel Gondry,5,nan,159000000,nan,35.4,nan,7.08,nan
Joe Carnahan,4,175055680.0,159500000,226.0,27.1,43763920.0,6.775,7.6502784
Tony Scott,12,947897738.0,707500000,652.0,81.80000000000001,78991478.16666667,6.816666666666667,8.39649623
Will Finn,2,58492808.0,180000000,75.0,10.4,29246404.0,5.2,5.78492808
John Sanford,1,50030461.0,110000000,50.0,5.4,50030461.0,5.4,6.400609220000001
Jan de Bont,5,568758173.0,398000000,254.0,28.1,113751634.6,5.62,7.895032692
Frank Coraci,8,nan,448500000,303.0,47.0,nan,5.875,nan
Damien Chazelle,4,224481803.0,193300000,327.0,30.9,56120450.75,7.725,8.847409015
Michael Thurmeier,3,421958556.0,290000000,133.0,19.1,140652852.0,6.366666666666667,9.179723706666667
Galen T. Chu,1,64063008.0,105000000,34.0,5.7,64063008.0,5.7,6.98126016
Peter Chelsom,5,147128019.0,193100000,nan,29.5,29425603.8,5.9,6.488512076
Dominic Sena,4,206524406.0,258300000,nan,23.9,51631101.5,5.975,7.007622029999999
Ava DuVernay,2,152555516.0,123000000,132.0,11.8,76277758.0,5.9,7.42555516
Travis Knight,2,175218677.0,157000000,150.0,14.4,87609338.5,7.2,8.95218677
Tom Tykwer,4,58994586.0,250700000,221.0,27.5,14748646.5,6.875,7.16997293
Aaron Horvath,3,634514802.0,116500000,184.0,20.5,211504934.0,6.833333333333333,11.063432013333333
Michael Jelenic,1,574934330.0,100000000,46.0,7.1,574934330.0,7.1,18.5986866
Pierre Leduc,1,574934330.0,100000000,46.0,7.1,574934330.0,7.1,18.5986866
Joaquim Dos Santos,1,381311319.0,100000000,86.0,8.7,381311319.0,8.7,16.32622638
Kemp Powers,1,381311319.0,100000000,86.0,8.7,381311319.0,8.7,16.32622638
Justin K. Thompson,1,381311319.0,100000000,86.0,8.7,381311319.0,8.7,16.32622638
Chad Stahelski,3,401185328.0,205000000,219.0,22.6,133728442.66666667,7.533333333333334,10.207902186666669
Quentin Tarantino,9,729541967.0,436200000,692.0,72.5,81060218.55555555,8.055555555555555,9.676759926666666
Paul Weitz,8,441446705.0,265000000,394.0,48.50000000000001,55180838.125,6.062500000000001,7.166116762500001
Phil Lord,4,713003401.0,252000000,289.0,28.8,178250850.25,7.2,10.765017005
Christopher Miller,4,713003401.0,252000000,289.0,28.8,178250850.25,7.2,10.765017005
Adam McKay,7,698639310.0,401000000,447.0,48.5,99805615.71428572,6.928571428571429,8.924683742857143
Chuck Russell,6,nan,241000000,nan,35.699999999999996,nan,5.949999999999999,nan
Simon West,7,nan,396500000,295.0,41.900000000000006,nan,5.985714285714287,nan
Spike Jonze,3,125665314.0,136000000,252.0,22.4,41888438.0,7.466666666666666,8.304435426666666
Stefen Fangmeier,1,75030163.0,100000000,38.0,5.1,75030163.0,5.1,6.60060326
Florian Henckel von Donnersmarck,1,67631157.0,100000000,37.0,6.0,67631157.0,6.0,7.35262314
Peter Hyams,6,nan,313000000,225.0,33.199999999999996,nan,5.533333333333332,nan
Nick Bruno,1,66757013.0,100000000,54.0,6.8,66757013.0,6.8,8.13514026
Troy Quane,1,66757013.0,100000000,54.0,6.8,66757013.0,6.8,8.13514026
Frank Oz,8,352683145.0,374000000,527.0,52.699999999999996,44085393.125,6.5874999999999995,7.469207862499999
Ash Brannon,3,314140419.0,250000000,200.0,20.5,104713473.0,6.833333333333333,8.927602793333334
Peter Yates,1,47346365.0,100000000,41.0,6.2,47346365.0,6.2,7.1469273
Brad Silberling,4,235287534.0,231000000,194.0,24.699999999999996,58821883.5,6.174999999999999,7.351437669999999
Clyde Geronimi,3,268411628.0,164000000,230.0,21.9,89470542.66666667,7.3,9.089410853333334
Hamilton Luske,3,268411628.0,164000000,230.0,21.9,89470542.66666667,7.3,9.089410853333334
Dylan Brown,1,45216793.0,100000000,45.0,5.8,45216793.0,5.8,6.70433586
Pitof,1,40202379.0,100000000,27.0,3.4,40202379.0,3.4,4.20404758
Patrick Hughes,3,nan,205000000,116.0,18.799999999999997,nan,6.266666666666666,nan
Jerome Robbins,2,88110984.0,106000000,172.0,15.2,44055492.0,7.6,8.48110984
Robert Wise,5,nan,155700000,345.0,36.9,nan,7.38,nan
Dean Devlin,1,33700160.0,100000000,21.0,5.3,33700160.0,5.3,5.9740032
