Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Alex Tse,2,128054915.0,154000000.0,108.0,12.8
W.D. Richter,3,60735915.0,183000000.0,144.0,18.8
James Schamus,6,278599979.0,274500000.0,375.0,39.4
Hironobu Sakaguchi,1,32131830.0,137000000.0,49.0,6.4
Al Reinert,2,nan,137600000.0,nan,13.2
Jeff Vintar,2,176932853.0,242000000.0,108.0,13.5
Stephenie Meyer,6,1559884820.0,438700000.0,311.0,30.900000000000002
Melissa Rosenberg,7,1625212941.0,450700000.0,359.0,37.400000000000006
Kirk DeMicco,4,289557713.0,242000000.0,184.0,23.099999999999998
John Cleese,3,209202743.0,139400000.0,223.0,23.4
Mark L. Smith,3,nan,273000000.0,194.0,20.299999999999997
Alejandro G. Iñárritu,4,265382566.0,208000000.0,290.0,30.599999999999998
Michael Punke,1,183637894.0,135000000.0,76.0,8.0
Bruce Feirstein,2,252247960.0,245000000.0,109.0,12.9
Gore Verbinski,1,123477607.0,135000000.0,75.0,7.2
James Ward Byrkit,1,123477607.0,135000000.0,75.0,7.2
Patrick O'Brian,1,93927920.0,135000000.0,81.0,7.5
Peter Weir,4,112640941.0,167000000.0,277.0,29.299999999999997
John Collee,3,301579848.0,237300000.0,220.0,21.5
David Soren,2,156949128.0,173000000.0,127.0,12.600000000000001
Robert Siegel,3,122052424.0,156000000.0,204.0,21.5
Peter Laird,4,257131121.0,216000000.0,166.0,22.900000000000002
Gary Eck,1,64006466.0,135000000.0,50.0,5.8
Warren Coleman,1,64006466.0,135000000.0,50.0,5.8
Michael Mann,3,189645002.0,305500000.0,220.0,20.8
Anthony Yerkovich,1,63450470.0,135000000.0,66.0,6.0
Qui Nguyen,1,37968963.0,135000000.0,65.0,5.7
Ashleigh Powell,1,54858851.0,132900000.0,39.0,5.6
E.T.A. Hoffmann,1,54858851.0,132900000.0,39.0,5.6
Marius Petipa,1,54858851.0,132900000.0,39.0,5.6
Josh Friedman,3,278051638.0,247000000.0,165.0,17.7
H.G. Wells,4,389186830.0,259000000.0,224.0,24.1
Michael Colton,1,83850911.0,132000000.0,53.0,6.6
John Aboud,1,83850911.0,132000000.0,53.0,6.6
Brandon Sawyer,1,83850911.0,132000000.0,53.0,6.6
Simon Beaufoy,7,686459871.0,259500000.0,nan,49.9
Michael Arndt,4,603170661.0,266000000.0,261.0,28.700000000000003
Scott Z. Burns,6,nan,250200000.0,437.0,42.7
George Nolfi,6,nan,441200000.0,339.0,40.5
Paul Rudd,2,283943010.0,158000000.0,131.0,13.8
Edgar Wright,9,497252058.0,516000000.0,667.0,66.8
Joe Cornish,3,198017128.0,202000000.0,205.0,20.099999999999998
Adam McKay,9,965749219.0,626000000.0,561.0,61.9
Tom J. Astle,6,772504822.0,310500000.0,300.0,37.3
Matt Ember,6,772504822.0,310500000.0,300.0,37.3
Adam Rex,3,532192530.0,142500000.0,165.0,19.5
P.L. Travers,2,274231165.0,136000000.0,154.0,14.5
David Magee,4,412893731.0,325000000.0,263.0,29.8
Rob Marshall,1,171958438.0,130000000.0,66.0,6.7
Brian Lynch,6,1490758514.0,502000000.0,334.0,37.8
Alan Schoolcraft,1,148415853.0,130000000.0,63.0,7.3
Brent Simons,1,148415853.0,130000000.0,63.0,7.3
George Gallo,7,301404346.0,269000000.0,298.0,43.099999999999994
Don Rhymer,7,590376849.0,451000000.0,278.0,38.1
Carlos Kotkin,2,172434769.0,150000000.0,91.0,12.5
Jenny Bicks,3,341984042.0,239000000.0,138.0,19.6
Kurt Wimmer,8,360862979.0,474000000.0,nan,49.89999999999999
Darren Aronofsky,5,136000692.0,199568000.0,338.0,35.2
Ari Handel,2,111344054.0,165000000.0,119.0,13.0
Hergé,1,77591831.0,130000000.0,68.0,7.3
Steven Moffat,1,77591831.0,130000000.0,68.0,7.3
Gary Whitta,2,155357156.0,210000000.0,86.0,11.6
Will Smith,1,60522097.0,130000000.0,33.0,4.8
Ronald Harwood,7,115709311.0,331000000.0,420.0,48.3
Phil Hay,9,655459708.0,418000000.0,403.0,53.8
Matt Manfredi,8,520521508.0,393000000.0,362.0,47.7
David Dobkin,2,80738243.0,180000000.0,73.0,13.0
Thom Enriquez,1,137748063.0,127500000.0,56.0,6.4
John Harrison,1,137748063.0,127500000.0,56.0,6.4
Robert Nelson Jacobs,4,232759955.0,218500000.0,212.0,26.8
James Mangold,4,419571303.0,195000000.0,264.0,30.2
Scott Frank,8,791041567.0,585250000.0,542.0,55.9
David Guion,2,186772958.0,196000000.0,103.0,12.100000000000001
Michael Handelman,2,186772958.0,196000000.0,103.0,12.100000000000001
Mark Friedman,1,113746621.0,127000000.0,47.0,6.2
Jake Kasdan,3,340719582.0,165000000.0,nan,20.4
Scott Rosenberg,10,1445917172.0,669300000.0,nan,63.10000000000001
Michele Mulroney,1,186848418.0,125000000.0,48.0,7.4
Kieran Mulroney,1,186848418.0,125000000.0,48.0,7.4
Arthur Conan Doyle,3,237161619.0,185000000.0,137.0,18.1
Jeffrey Nachmanoff,2,210271630.0,147000000.0,108.0,13.4
Michael McCullers,6,861445164.0,343000000.0,349.0,37.3
Marla Frazee,1,175003033.0,125000000.0,50.0,6.3
Erica Rivinoja,3,388990216.0,231000000.0,185.0,18.9
Dan O'Bannon,10,628092893.0,569000000.0,587.0,65.9
Robert Ludlum,4,573541904.0,390000000.0,260.0,28.7
Jack London,2,97135528.0,139000000.0,110.0,13.4
Egerton Ryerson Young,1,62342368.0,125000000.0,48.0,6.7
Ronald Shusett,7,489292276.0,407700000.0,398.0,44.599999999999994
Henry Gayden,3,237052897.0,223000000.0,171.0,18.7
Bill Parker,2,198118055.0,210000000.0,118.0,13.0
Michael Lesslie,1,54647948.0,125000000.0,36.0,5.6
Matthew Robinson,4,113370074.0,222500000.0,225.0,25.000000000000004
William Wisher,4,318773239.0,309400000.0,231.0,28.4
Warren Lewis,2,78910954.0,155000000.0,98.0,13.2
Simon Farnaby,1,nan,125000000.0,nan,nan
Paul King,2,nan,180000000.0,nan,nan
Dr. Seuss,3,nan,283000000.0,nan,16.9
Peter S. Seaman,2,299114966.0,168000000.0,98.0,12.8
Sebastian Junger,1,182618434.0,120000000.0,59.0,6.5
William D. Wittliff,3,287056960.0,152700000.0,188.0,21.4
Paul Greengrass,3,206586185.0,176000000.0,221.0,21.0
Christopher Rouse,1,162434410.0,120000000.0,58.0,6.6
Rafe Judkins,1,148648820.0,120000000.0,45.0,6.3
Mark Frost,3,301955211.0,232500000.0,140.0,18.700000000000003
John Turman,1,131921738.0,120000000.0,45.0,5.6
Yann Martel,1,124987023.0,120000000.0,79.0,7.9
Mark Steven Johnson,4,193028289.0,255000000.0,148.0,22.2
Ryan Engle,5,308227811.0,252000000.0,253.0,30.4
Carlton Cuse,2,256219065.0,230000000.0,88.0,12.2
Ryan J. Condal,1,101028233.0,120000000.0,45.0,6.1
Ivan Goff,2,113447956.0,138000000.0,nan,9.8
Ben Roberts,2,113447956.0,138000000.0,nan,9.8
Neill Blomkamp,3,240265620.0,199000000.0,183.0,21.299999999999997
Karl Gajdusek,4,151325821.0,270000000.0,173.0,24.900000000000002
Joseph Kosinski,1,89107235.0,120000000.0,54.0,7.0
John Gatins,7,435424128.0,410000000.0,341.0,45.5
Gareth Dunnet-Alcocer,2,87494896.0,135000000.0,nan,11.899999999999999
E.B. White,2,204992173.0,225000000.0,127.0,11.5
Douglas Wick,1,64956806.0,120000000.0,66.0,5.5
Bruce Joel Rubin,5,496687082.0,276000000.0,262.0,32.3
Edward Neumeier,4,172359949.0,260000000.0,232.0,26.6
Michael Miner,3,117545572.0,155000000.0,180.0,19.299999999999997
Jim Wheat,3,139026806.0,181000000.0,136.0,20.0
Ken Wheat,3,139026806.0,181000000.0,136.0,20.0
Craig J. Nevius,1,nan,120000000.0,nan,3.8
Kevin Rock,2,nan,123000000.0,nan,9.2
Tatsuo Yoshida,1,43945766.0,120000000.0,37.0,6.1
Caspian Tredwell-Owen,3,76067927.0,202000000.0,132.0,20.0
Renae Barnard,1,nan,120000000.0,nan,nan
Bathsheba Doran,1,nan,120000000.0,59.0,6.9
David Mackenzie,1,nan,120000000.0,59.0,6.9
James MacInnes,1,nan,120000000.0,59.0,6.9
Patrick O'Neill,1,76423035.0,117000000.0,46.0,6.3
Kelly Marcel,5,890050188.0,326000000.0,230.0,30.799999999999997
Jill Culton,2,351912646.0,190000000.0,140.0,15.1
Jeff Pidgeon,1,290642256.0,115000000.0,79.0,8.1
Leslie Bohem,6,188613684.0,348800000.0,243.0,34.5
Evan Spiliotopoulos,5,149931722.0,183000000.0,218.0,29.0
Craig Mazin,6,663956320.0,350000000.0,236.0,33.5
John Rice,1,40914068.0,115000000.0,51.0,6.1
Joe Batteer,1,40914068.0,115000000.0,51.0,6.1
Mark Boal,5,nan,245500000.0,393.0,35.9
J.C. Chandor,4,nan,146900000.0,303.0,27.5
Joe Stillman,4,589317954.0,254000000.0,211.0,25.0
Jonathan Swift,1,42779261.0,112000000.0,33.0,4.9
Tim Federle,1,84410380.0,111000000.0,58.0,6.7
Brad Copeland,5,nan,353000000.0,nan,30.400000000000002
Ryan Reynolds,1,324591735.0,110000000.0,66.0,7.6
Alfonso Cuarón,3,nan,201000000.0,276.0,23.3
Jonás Cuarón,1,274092705.0,110000000.0,96.0,7.7
Milan Trenc,1,250863268.0,110000000.0,48.0,6.5
Tom Hardy,1,213550366.0,110000000.0,49.0,5.9
Andre Fabrizio,2,nan,128000000.0,62.0,10.7
Jeremy Passmore,3,nan,193000000.0,93.0,15.999999999999998
J. David Stem,8,604470226.0,355000000.0,333.0,41.9
David N. Weiss,6,484805872.0,309000000.0,266.0,31.999999999999996
Jay Scherick,5,348425371.0,348000000.0,186.0,27.8
John Carlin,2,172020767.0,170000000.0,143.0,14.399999999999999
Roderick Thorp,4,385735193.0,320000000.0,227.0,28.099999999999998
Brian Duffield,4,150054657.0,230000000.0,202.0,24.9
George Clayton Johnson,5,nan,297000000.0,291.0,34.3
Jack Golden Russell,2,308961430.0,195000000.0,132.0,14.2
Robert Rodat,2,330379945.0,175000000.0,154.0,15.8
Kurt Johnstad,4,438909869.0,212000000.0,203.0,26.9
Frank Miller,6,249353795.0,362000000.0,272.0,34.199999999999996
Seth Rogen,9,699674401.0,413500000.0,515.0,58.2
Evan Goldberg,7,569126611.0,354500000.0,408.0,46.4
George W. Trendle,1,98780042.0,110000000.0,39.0,5.8
Ransom Riggs,1,87242834.0,110000000.0,57.0,6.7
Jeremy Leven,6,283374329.0,282500000.0,302.0,41.1
Joe Carnahan,8,432519276.0,317500000.0,407.0,51.900000000000006
Brian Bloom,1,77222099.0,110000000.0,47.0,6.7
John Godey,2,nan,113800000.0,123.0,14.0
Gavin Hood,2,64649797.0,113000000.0,121.0,13.8
Orson Scott Card,1,61737191.0,110000000.0,51.0,6.6
Will Finn,1,50030461.0,110000000.0,50.0,5.4
John Sanford,1,50030461.0,110000000.0,50.0,5.4
Michael LaBash,2,51145469.0,185000000.0,75.0,10.3
Graham Yost,5,278740985.0,335000000.0,241.0,30.1
Jan de Bont,1,48608066.0,110000000.0,23.0,3.9
Randall McCormick,2,71361492.0,185000000.0,71.0,10.5
William Monahan,6,329868347.0,355500000.0,370.0,41.3
Shirow Masamune,1,40563557.0,110000000.0,52.0,6.3
Jamie Moss,3,82749684.0,170000000.0,150.0,19.7
William Wheeler,5,116520077.0,235000000.0,304.0,33.199999999999996
Jules Verne,4,nan,121200000.0,264.0,26.0
David N. Titcher,2,48016274.0,116000000.0,98.0,11.6
David Benullo,2,48016274.0,116000000.0,98.0,11.6
Damien Chazelle,5,266807558.0,152300000.0,354.0,34.8
Gregory Allen Howard,3,217005011.0,156000000.0,179.0,21.2
Stephen J. Rivele,4,79170864.0,196000000.0,225.0,26.2
Christopher Wilkinson,4,79170864.0,196000000.0,225.0,26.2
Andy Weir,1,228433663.0,108000000.0,80.0,8.0
Steven Knight,9,152062702.0,340000000.0,525.0,61.4
Isaac Asimov,2,203024884.0,195000000.0,101.0,14.0
Greg Brooker,1,140035367.0,105000000.0,61.0,6.0
Greg Erb,1,104400899.0,105000000.0,73.0,7.1
Michael J. Wilson,4,451860319.0,305000000.0,173.0,24.6
Michael Berg,4,598345961.0,355000000.0,194.0,26.6
Yoni Brenner,2,161296638.0,175000000.0,98.0,12.5
Robert A. Heinlein,1,54814377.0,105000000.0,52.0,7.3
Michael Laughlin,1,6719973.0,105000000.0,34.0,4.5
Buck Henry,3,nan,143000000.0,190.0,18.4
Mark Millar,5,342540223.0,354000000.0,255.0,34.8
H.B. Halicki,1,101648571.0,103300000.0,35.0,6.5
David Franzoni,3,283817112.0,233000000.0,176.0,22.1
William Nicholson,7,468146873.0,420000000.0,nan,50.3
Jeff Stockwell,3,184566914.0,140000000.0,196.0,18.4
Madeleine L'Engle,1,100478608.0,103000000.0,53.0,4.3
Ronan Bennett,2,97159226.0,108500000.0,118.0,13.2
Ann Biderman,3,131529440.0,157500000.0,169.0,19.9
Jon Cohen,1,132072926.0,102000000.0,80.0,7.6
Christina Hodson,2,134095924.0,112000000.0,91.0,11.5
Tom Tykwer,3,33544059.0,200700000.0,169.0,21.0
Matthew Fogel,4,1088501244.0,311000000.0,189.0,24.6
Phil Lord,4,870104006.0,359000000.0,300.0,29.9
Christopher Miller,4,870104006.0,359000000.0,300.0,29.9
Kai Bird,1,324281160.0,100000000.0,88.0,8.5
Martin Sherwin,1,324281160.0,100000000.0,88.0,8.5
Shay Hatten,3,nan,265000000.0,208.0,21.0
Michael Finch,5,322867737.0,253000000.0,240.0,32.4
Derek Kolstad,4,428753363.0,221000000.0,283.0,30.0
Lee Batchler,2,207288874.0,180000000.0,92.0,10.9
Janet Scott Batchler,2,207288874.0,180000000.0,92.0,10.9
Pierre Boulle,8,613220355.0,210800000.0,459.0,50.9
Jim Kouf,4,436380393.0,194000000.0,184.0,25.6
Quentin Tarantino,9,668518417.0,375700000.0,648.0,72.1
Sam Mendes,1,159227644.0,100000000.0,78.0,8.2
Krysty Wilson-Cairns,2,169355269.0,143000000.0,143.0,15.2
John Hamburg,6,413517535.0,249000000.0,nan,37.0
Larry Stuckey,2,148753329.0,102100000.0,97.0,13.0
Greg Glienna,4,609489236.0,235000000.0,168.0,24.4
Claude Zidi,1,146282411.0,100000000.0,63.0,7.3
Simon Michaël,1,146282411.0,100000000.0,63.0,7.3
Mark Jacobson,3,130719455.0,126500000.0,188.0,20.5
Judi Barrett,1,124870275.0,100000000.0,66.0,6.9
Chris Henchy,4,266257185.0,298000000.0,185.0,23.8
Terence Winter,3,148344278.0,148000000.0,173.0,19.9
Jordan Belfort,1,116900694.0,100000000.0,75.0,8.2
James V. Hart,7,527102981.0,430000000.0,370.0,47.800000000000004
Daniel Shere,1,107518682.0,100000000.0,52.0,6.6
Tony Puryear,1,101295562.0,100000000.0,56.0,6.2
Walon Green,5,nan,153100000.0,365.0,35.3
Michael S. Chernuchin,1,101295562.0,100000000.0,56.0,6.2
Victor Hugo,1,100138851.0,100000000.0,74.0,7.0
David Reynolds,2,470479948.0,194000000.0,160.0,15.6
Richard Wenk,6,413357007.0,379500000.0,317.0,39.699999999999996
Sylvester Stallone,16,1182987690.0,799500000.0,744.0,102.49999999999999
Ken Kaufman,5,277490712.0,304000000.0,294.0,32.300000000000004
Spike Jonze,4,269060049.0,140000000.0,258.0,27.799999999999997
Dave Eggers,5,118993649.0,189000000.0,285.0,31.700000000000003
Maurice Sendak,1,77233467.0,100000000.0,71.0,6.7
Peter Buchman,2,256202038.0,193000000.0,80.0,11.0
Christopher Paolini,1,75030163.0,100000000.0,38.0,5.1
Don McEnery,2,198224202.0,170000000.0,148.0,14.6
Florian Henckel von Donnersmarck,1,67631157.0,100000000.0,37.0,6.0
Julian Fellowes,5,155254274.0,248000000.0,307.0,33.6
Andrew W. Marlowe,3,313054792.0,275000000.0,118.0,18.1
Lucas Martell,1,66757013.0,100000000.0,54.0,6.8
Cindy Davis,1,66757013.0,100000000.0,54.0,6.8
Ira Levin,3,nan,115200000.0,178.0,20.3
Paul Rudnick,5,176871997.0,238000000.0,227.0,26.699999999999996
Ash Brannon,3,314140419.0,250000000.0,200.0,20.5
C. Gaby Mitchell,2,66554849.0,107000000.0,141.0,15.0
Wes Tooke,1,56846802.0,100000000.0,47.0,6.7
John Orloff,3,69315392.0,142500000.0,177.0,20.299999999999997
Emil Stern,2,55978752.0,112000000.0,91.0,13.2
Kathryn Lasky,1,55675313.0,100000000.0,53.0,6.9
Peter Benchley,3,394971437.0,132000000.0,179.0,20.1
Tracy Keenan Wynn,4,nan,199500000.0,nan,24.9
Dennis McNicholas,2,63054980.0,111000000.0,54.0,10.5
Sid Krofft,1,49438370.0,100000000.0,32.0,5.3
Ted Sears,6,612497289.0,165977247.0,545.0,44.7
Erdman Penner,3,268411628.0,164000000.0,230.0,21.9
Robert Gordon,2,116800709.0,145000000.0,115.0,13.2
Theresa Rebeck,3,59881654.0,189000000.0,98.0,14.9
Creighton Rothenberger,3,200772444.0,230000000.0,104.0,18.5
Katrin Benedikt,3,200772444.0,230000000.0,104.0,18.5
Ernest Lehman,5,nan,191000000.0,374.0,36.599999999999994
Arthur Laurents,2,88110984.0,106000000.0,172.0,15.2
Jerome Robbins,2,88110984.0,106000000.0,172.0,15.2
Robert Louis Stevenson,1,38176783.0,100000000.0,60.0,7.2
Rajiv Chandrasekaran,1,35053660.0,100000000.0,63.0,6.8
Paul Guyot,1,33700160.0,100000000.0,21.0,5.3
Rick King,2,86436774.0,124000000.0,118.0,14.4
W. Peter Iliff,4,222682530.0,185000000.0,232.0,27.7
Lee Hall,4,225415072.0,216000000.0,247.0,25.0
Tom Hooper,1,27166770.0,100000000.0,32.0,2.8
Andrew Lloyd Webber,2,78460701.0,155000000.0,72.0,10.0
Jack Paglen,2,97284340.0,197000000.0,107.0,12.600000000000001
Lance Khazei,1,17018422.0,100000000.0,20.0,2.3
Tad Daggerhart,1,16710153.0,100000000.0,nan,4.8
Max Adams,1,16710153.0,100000000.0,nan,4.8
Patrick Ness,2,17028731.0,143000000.0,114.0,13.100000000000001
Christopher Ford,3,16747498.0,107500000.0,171.0,19.0
Nicole Holofcener,6,55898173.0,128500000.0,445.0,40.6
Ben Affleck,6,410578594.0,247000000.0,402.0,45.5
Matt Damon,5,295573396.0,148000000.0,316.0,36.6
Neil Cuthbert,3,83451127.0,196000000.0,120.0,16.9
Lily Brooks-Dalton,1,nan,100000000.0,58.0,5.7
Eoin Colfer,1,nan,100000000.0,31.0,4.3
Hamish McColl,3,nan,200000000.0,154.0,17.9
Conor McPherson,1,nan,100000000.0,31.0,4.3
Craig Schulz,1,130178411.0,99000000.0,67.0,7.0
Bryan Schulz,1,130178411.0,99000000.0,67.0,7.0
Cornelius Uliano,1,130178411.0,99000000.0,67.0,7.0
Jay Cocks,4,130624250.0,192500000.0,294.0,28.5
Kenneth Lonergan,7,299992775.0,286700000.0,448.0,46.2
Lori Forte,1,161321843.0,95000000.0,49.0,6.5
Mark Bowden,1,108638745.0,95000000.0,74.0,7.7
Michael Patrick King,1,95347692.0,95000000.0,27.0,4.5
Candace Bushnell,1,95347692.0,95000000.0,27.0,4.5
Darren Star,1,95347692.0,95000000.0,27.0,4.5
Craig Titley,4,463276094.0,279000000.0,162.0,22.6
Rick Riordan,2,157327857.0,185000000.0,86.0,11.600000000000001
Shawn Harwell,1,86907746.0,95000000.0,50.0,6.1
Robert Mark Kamen,15,nan,531000000.0,nan,100.3
Karey Kirkpatrick,6,376866706.0,376500000.0,369.0,39.5
Lew Wallace,3,nan,113900000.0,nan,24.0
Karl Tunberg,2,148865408.0,110000000.0,180.0,16.2
Gore Vidal,2,148865408.0,110000000.0,180.0,16.2
Matt Greenberg,3,132270875.0,177500000.0,133.0,18.5
J.R.R. Tolkien,3,1038495223.0,281000000.0,273.0,26.6
Sara B. Cooper,1,131168070.0,94000000.0,33.0,5.7
Mike Werb,4,421743706.0,242000000.0,233.0,26.4
Michael Colleary,2,243444216.0,174000000.0,115.0,13.0
Alexander Payne,6,439627710.0,236500000.0,452.0,41.0
David Berenbaum,4,337084867.0,249500000.0,186.0,23.200000000000003
John Sayles,9,nan,136900000.0,nan,57.7
Michael Frost Beckner,2,72379882.0,182000000.0,100.0,12.8
James Gorman,1,10017322.0,92000000.0,37.0,5.7
Bruce A. Evans,2,62304736.0,100000000.0,112.0,13.8
Steve Conrad,5,376928382.0,221000000.0,277.0,35.2
James Thurber,1,58236838.0,91000000.0,54.0,7.3
Ed Solomon,11,809393760.0,595000000.0,576.0,66.5
Michael Robert Johnson,2,232248427.0,170000000.0,98.0,13.1
Anthony Peckham,2,246520043.0,150000000.0,131.0,14.899999999999999
Chris Bremner,2,nan,165000000.0,93.0,12.3
Peter Ackerman,3,414628226.0,220000000.0,171.0,20.8
Mike Reiss,2,205238911.0,107000000.0,84.0,12.8
Pat Casey,3,389904974.0,200000000.0,149.0,19.7
Josh Miller,3,389904974.0,200000000.0,149.0,19.7
John Whittington,2,nan,99500000.0,83.0,12.9
Clark Gregg,2,158390916.0,93400000.0,98.0,13.0
Sarah Kernochan,1,155464351.0,90000000.0,51.0,6.6
Carlos Saldanha,1,143619809.0,90000000.0,63.0,6.9
Earl Richey Jones,2,174823773.0,102000000.0,92.0,11.4
Todd R. Jones,2,174823773.0,102000000.0,92.0,11.4
Alan Mak,1,132399394.0,90000000.0,85.0,8.5
Felix Chong,1,132399394.0,90000000.0,85.0,8.5
Ryan Rowe,2,250611090.0,138000000.0,104.0,11.2
Ben Stiller,3,184536256.0,168000000.0,166.0,18.3
Stieg Larsson,2,117357131.0,133000000.0,114.0,13.899999999999999
Carl Sagan,1,100920329.0,90000000.0,62.0,7.5
Adam Sandler,11,nan,617000000.0,348.0,59.8
Robert Smigel,3,418031995.0,255000000.0,145.0,19.2
Akira Kurosawa,3,nan,168900000.0,177.0,20.6
Shinobu Hashimoto,1,93432655.0,90000000.0,54.0,6.9
Hideo Oguni,2,nan,115000000.0,100.0,14.4
Ross Bagdasarian,2,218997729.0,170000000.0,57.0,9.2
Janice Karman,1,85886987.0,90000000.0,33.0,4.9
Randi Mayem Singer,2,305082230.0,115000000.0,86.0,12.0
Kirk Wise,1,84056472.0,90000000.0,52.0,6.9
Gary Trousdale,1,84056472.0,90000000.0,52.0,6.9
Nathan Alexander,1,83077833.0,90000000.0,56.0,7.1
Tim Herlihy,9,nan,503000000.0,272.0,52.4
Timothy Dowling,5,358598249.0,308000000.0,194.0,31.000000000000004
Patrick Jean,1,78747585.0,90000000.0,27.0,5.6
Martin Stellman,1,72708161.0,90000000.0,62.0,6.4
Brian Ward,1,72708161.0,90000000.0,62.0,6.4
Charles Randolph,4,194686437.0,200000000.0,238.0,28.5
Steven E. de Souza,10,574374977.0,458000000.0,420.0,59.2
Peter Chiarelli,3,403871023.0,160000000.0,168.0,20.0
Boaz Yakin,4,242597864.0,218000000.0,198.0,26.700000000000003
David Arata,3,108029956.0,191000000.0,191.0,21.4
Leslie Charteris,1,61363304.0,90000000.0,50.0,6.2
Wesley Strick,6,305028646.0,318000000.0,nan,37.3
Lowell Cannon,1,60883407.0,90000000.0,34.0,5.7
Alastair Siddons,1,58250803.0,90000000.0,48.0,6.3
Robert Silverberg,1,58223861.0,90000000.0,42.0,6.9
Nicholas Kazan,3,131691019.0,153000000.0,139.0,19.6
Jerome Armstrong,1,49323468.0,90000000.0,55.0,5.5
Agatha Christie,2,148456647.0,145000000.0,104.0,12.8
David Aaron Cohen,1,42868348.0,90000000.0,53.0,6.2
Vincent Patrick,1,42868348.0,90000000.0,53.0,6.2
Louis Nowra,1,35168966.0,90000000.0,58.0,6.7
Robert E. Howard,5,nan,185900000.0,222.0,30.9
John Milius,4,206929605.0,173500000.0,214.0,28.0
Alex Litvak,2,72375172.0,130000000.0,86.0,12.100000000000001
Andrew Davies,4,145873868.0,183000000.0,211.0,24.6
Alexandre Dumas,4,158651088.0,205000000.0,171.0,24.6
Terry George,3,50832821.0,177500000.0,177.0,20.5
Max Landis,4,nan,170000000.0,184.0,25.299999999999997
Anne-Marie Martin,1,241830615.0,88000000.0,68.0,6.4
Cliff Hollingsworth,1,61649911.0,88000000.0,69.0,8.0
Fred Dekker,1,51024708.0,88000000.0,48.0,5.3
Michael France,3,345175232.0,212500000.0,165.0,19.4
Thomas Harris,4,416656074.0,235000000.0,238.0,28.700000000000003
David Mamet,14,497045131.0,348400000.0,926.0,96.70000000000002
Ryan Ridley,1,17152625.0,86203077.0,53.0,6.4
Robert Kirkman,1,17152625.0,86203077.0,53.0,6.4
Ava Tramer,1,17152625.0,86203077.0,53.0,6.4
Laura Hillenbrand,2,126494751.0,92000000.0,111.0,13.1
Gary Ross,5,715203008.0,294000000.0,319.0,34.8
Zak Olkewicz,2,117005782.0,130900000.0,nan,13.399999999999999
Kôtarô Isaka,1,103368602.0,85900000.0,49.0,7.3
Mattson Tomlin,1,nan,85100000.0,51.0,6.0
Judy Morris,2,216320177.0,165000000.0,145.0,12.2
Harry Brown,2,nan,86000000.0,149.0,14.7
Garth Jennings,3,703947840.0,160084000.0,167.0,21.6
Cinco Paul,9,1818778364.0,601000000.0,500.0,57.60000000000001
Ken Daurio,9,1818778364.0,601000000.0,500.0,57.60000000000001
Sam Bromell,1,151040048.0,85000000.0,64.0,7.3
Vanessa Taylor,4,nan,179500000.0,238.0,26.900000000000002
Veronica Roth,1,150947895.0,85000000.0,48.0,6.6
Peter Baynham,5,363191709.0,263000000.0,285.0,33.4
Todd Durham,2,318013158.0,165000000.0,91.0,13.6
Bill Kelly,3,202170980.0,140000000.0,152.0,19.700000000000003
David Guggenheim,2,126677752.0,120000000.0,95.0,12.2
Brian Koppelman,6,176155804.0,155800000.0,317.0,37.7
David Levien,5,171795256.0,143300000.0,248.0,31.400000000000002
Nancy Meyers,5,446300982.0,305000000.0,285.0,33.400000000000006
David Marconi,2,145943343.0,120000000.0,122.0,14.3
Ron J. Friedman,2,128691012.0,170000000.0,79.0,10.399999999999999
Nat Mauldin,2,229261864.0,156500000.0,95.0,11.5
