Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Ellen DeGeneres,2,867138822.0,294000000.0,167.0,15.399999999999999
Albert Brooks,5,942747169.0,354000000.0,322.0,34.6
Ed O'Neill,2,486884865.0,208000000.0,133.0,14.0
Tom Hanks,38,nan,2475800000.0,2600.0,277.6
Tim Allen,14,2022032226.0,947000000.0,811.0,90.4
Annie Potts,1,434038008.0,200000000.0,84.0,7.7
Joan Cusack,11,1197816163.0,828500000.0,698.0,73.0
Elizabeth Olsen,6,862230012.0,499000000.0,381.0,39.4
Chiwetel Ejiofor,13,1245092924.0,1012000000.0,894.0,92.59999999999998
Guy Pearce,17,1206872381.0,643900000.0,1043.0,117.70000000000002
Gwyneth Paltrow,21,1914669383.0,977100000.0,nan,137.39999999999998
Dave Bautista,6,nan,359000000.0,333.0,38.1
Alfred Molina,11,nan,510500000.0,nan,67.6
Zoë Kravitz,3,nan,224700000.0,170.0,19.0
Jeffrey Wright,5,545924618.0,477500000.0,304.0,33.9
Mia Wasikowska,7,781406103.0,455500000.0,368.0,45.6
Helena Bonham Carter,16,nan,712250000.0,nan,107.7
Naomie Harris,8,546822274.0,429900000.0,485.0,53.89999999999999
Billy Crystal,7,962143699.0,492000000.0,398.0,47.300000000000004
John Goodman,26,1534314056.0,1004000000.0,nan,170.70000000000002
Steve Buscemi,11,nan,583600000.0,nan,71.5
James Franco,20,nan,824000000.0,1051.0,127.4
Michelle Williams,17,1296782508.0,711900000.0,1027.0,115.0
Rachel Weisz,22,1192461299.0,1236000000.0,nan,147.7
Paul Rudd,21,nan,934250000.0,1169.0,130.4
Evangeline Lilly,4,nan,447500000.0,nan,25.9
Michael Douglas,16,1134944483.0,824000000.0,952.0,107.89999999999999
Jamie Foxx,20,nan,1519600000.0,nan,131.1
Owen Wilson,33,2370735413.0,2031750000.0,nan,204.29999999999998
Larry the Cable Guy,3,211294120.0,224500000.0,95.0,13.0
Michael Caine,18,872234467.0,760800000.0,nan,121.60000000000001
Florence Pugh,5,428409852.0,266650000.0,398.0,36.199999999999996
David Harbour,3,260016660.0,248000000.0,180.0,19.9
Idris Elba,14,981473494.0,1089200000.0,721.0,89.5
Jordana Brewster,5,nan,344500000.0,nan,29.299999999999997
Jeff Bridges,21,929219864.0,991500000.0,nan,145.5
Garrett Hedlund,5,229852777.0,430000000.0,239.0,31.0
Olivia Wilde,10,328265651.0,387500000.0,444.0,62.900000000000006
Aldis Hodge,4,nan,286937665.0,229.0,26.599999999999998
Pierce Brosnan,25,nan,1348000000.0,nan,156.79999999999998
John Cusack,24,nan,851200000.0,nan,152.9
Thandiwe Newton,6,448742681.0,350275811.0,339.0,41.6
Gemma Chan,2,204470475.0,280000000.0,nan,13.399999999999999
Richard Madden,4,663541100.0,338900000.0,255.0,27.4
Angelina Jolie,22,1876454136.0,2025300000.0,1126.0,142.3
Eddie Redmayne,11,nan,968600000.0,662.0,73.00000000000001
Katherine Waterston,4,nan,477500000.0,nan,26.6
Dan Fogler,6,301609614.0,467000000.0,233.0,35.3
Leah Lewis,1,154426697.0,200000000.0,58.0,7.0
Mamoudou Athie,2,171717775.0,265000000.0,106.0,12.9
Ronnie Del Carmen,1,154426697.0,200000000.0,58.0,7.0
Anton Yelchin,11,nan,314450000.0,nan,71.8
Keke Palmer,6,303380452.0,328400000.0,nan,38.199999999999996
Peter Sohn,1,118307188.0,200000000.0,60.0,6.1
Emily Blunt,20,1537328141.0,1248520000.0,1235.0,135.3
Edgar Ramírez,5,389917702.0,430000000.0,265.0,33.3
Ryan Reynolds,29,nan,1916712650.0,nan,191.8
Blake Lively,6,320723616.0,358000000.0,320.0,37.6
Peter Sarsgaard,12,483560267.0,501000000.0,746.0,81.60000000000001
Jude Law,24,1223203369.0,1428900000.0,1401.0,163.6
Ezra Miller,4,115340948.0,224000000.0,228.0,27.6
James McAvoy,18,1220354217.0,1038450000.0,1059.0,122.30000000000001
Michael Fassbender,17,762803884.0,1084500000.0,1057.0,112.0
Jennifer Lawrence,17,nan,1378150000.0,nan,114.49999999999999
Julia Louis-Dreyfus,4,252591423.0,273000000.0,277.0,28.900000000000002
Robert De Niro,55,nan,2353100000.0,nan,371.0000000000001
Lily Gladstone,1,42035063.0,200000000.0,89.0,8.1
Chris Pine,16,nan,1542200000.0,995.0,108.3
Kristen Wiig,13,1289475087.0,662000000.0,826.0,85.09999999999998
Ming-Na Wen,4,306795859.0,462000000.0,225.0,25.6
Eddie Murphy,31,nan,2103500000.0,1478.0,183.8
BD Wong,4,nan,366000000.0,nan,27.9
Yvonne Strahovski,1,nan,200000000.0,45.0,6.6
J.K. Simmons,10,nan,433500000.0,621.0,69.8
Ryan Gosling,19,nan,925000000.0,1313.0,134.1
Salma Hayek,17,nan,840000000.0,nan,108.1
Harvey Guillén,3,nan,295000000.0,nan,22.2
Rosie Huntington-Whiteley,1,352390543.0,195000000.0,42.0,6.2
Tyrese Gibson,6,641145722.0,394000000.0,281.0,38.1
Anthony Ramos,2,187041559.0,250000000.0,126.0,13.399999999999999
Dominique Fishback,2,nan,280100000.0,93.0,12.1
Luna Lauren Velez,1,157066392.0,195000000.0,42.0,6.1
Brendan Fraser,19,1120815185.0,1152500000.0,912.0,112.80000000000003
John Hannah,5,524637456.0,394000000.0,263.0,33.7
Nicholas Hoult,11,nan,605403077.0,662.0,75.0
Stanley Tucci,7,131796864.0,319400000.0,nan,42.8
Ewan McGregor,26,nan,1295300000.0,1500.0,174.19999999999996
Paul Walker,14,1251228918.0,807000000.0,nan,87.99999999999999
Zachary Quinto,5,673178509.0,553400000.0,326.0,35.4
Brad Pitt,34,2424941598.0,2382400000.0,2104.0,244.8
Mireille Enos,2,253282554.0,201000000.0,109.0,13.7
Daniella Kertesz,1,202807711.0,190000000.0,63.0,7.0
Carey Mulligan,11,nan,297495600.0,772.0,79.19999999999999
Joel Edgerton,17,nan,715700000.0,1130.0,115.80000000000001
Charlie Hunnam,8,nan,573000000.0,455.0,52.60000000000001
Rinko Kikuchi,1,101802906.0,190000000.0,65.0,6.9
Keanu Reeves,35,2089024594.0,1763100000.0,nan,231.20000000000005
Carrie-Anne Moss,10,nan,699700000.0,578.0,67.69999999999999
Yahya Abdul-Mateen II,1,37686805.0,190000000.0,63.0,5.7
Frances McDormand,11,351266651.0,376500000.0,793.0,77.8
Maleah Nipay-Padilla,1,123087120.0,187500000.0,66.0,6.7
Terrence Howard,10,458706794.0,467400000.0,533.0,65.00000000000001
Heath Ledger,9,901294604.0,532900000.0,581.0,64.4
Aaron Eckhart,21,1161919660.0,907975000.0,1047.0,134.29999999999998
Kelly Macdonald,3,nan,194700000.0,181.0,20.1
Billy Connolly,7,435996288.0,519000000.0,370.0,44.9
Emma Thompson,14,700271304.0,579500000.0,951.0,98.30000000000001
Tom Hiddleston,5,728831105.0,620000000.0,324.0,34.0
Karl Urban,5,nan,373000000.0,nan,32.3
Elle Fanning,10,nan,534500000.0,595.0,63.699999999999996
Harris Dickinson,2,204160365.0,209000000.0,86.0,13.8
Linda Hamilton,6,380656874.0,461400000.0,nan,37.699999999999996
Arnold Schwarzenegger,28,1893931710.0,1927800000.0,1404.0,179.8
Mackenzie Davis,3,77796810.0,230000000.0,nan,16.0
Margot Robbie,12,1461124666.0,1059000000.0,772.0,83.0
John Cena,7,360617431.0,457000000.0,405.0,43.300000000000004
Scott Weinger,2,434700438.0,210000000.0,172.0,16.0
Robin Williams,31,nan,1339600000.0,1619.0,208.8
Linda Larkin,2,434700438.0,210000000.0,172.0,16.0
Sharlto Copley,7,569949447.0,501000000.0,400.0,47.9
Alison Sudol,2,236986787.0,200000000.0,117.0,14.0
Ben Burtt,1,223808164.0,180000000.0,95.0,8.4
Elissa Knight,1,223808164.0,180000000.0,95.0,8.4
Jeff Garlin,3,328299793.0,241500000.0,194.0,20.1
Jackie Chan,17,1137728489.0,988500000.0,nan,107.40000000000002
Chris Tucker,5,575867301.0,333500000.0,nan,33.3
Max von Sydow,10,nan,453100000.0,nan,66.9
Rory J Saper,1,126643061.0,180000000.0,44.0,6.2
Christian Stevens,1,126643061.0,180000000.0,44.0,6.2
Asa Butterfield,4,230729826.0,430000000.0,224.0,27.199999999999996
Chloë Grace Moretz,8,350693801.0,360900000.0,474.0,54.400000000000006
Christopher Lee,3,98767008.0,201000000.0,nan,20.1
Dane DeHaan,5,nan,241840000.0,280.0,32.7
Cara Delevingne,4,73698067.0,202500000.0,193.0,22.5
Clive Owen,17,534800724.0,998587000.0,915.0,113.3
Channing Tatum,24,1760043588.0,1226300000.0,1385.0,152.49999999999997
Mila Kunis,8,749853050.0,440000000.0,430.0,50.6
Bingbing Li,2,146870989.0,184000000.0,88.0,11.7
Rainn Wilson,5,395631836.0,430500000.0,245.0,30.9
Bill Paxton,11,786563678.0,648000000.0,680.0,72.6
Ben Mendelsohn,2,564545189.0,325000000.0,128.0,14.2
Neel Sethi,2,728002246.0,202000000.0,154.0,14.8
Bill Murray,20,1773251373.0,740600000.0,nan,142.49999999999997
Ben Kingsley,23,nan,934800000.0,1317.0,146.7
Amy Poehler,6,nan,339000000.0,361.0,37.6
Bill Hader,8,nan,463500000.0,547.0,52.199999999999996
Lewis Black,2,394249101.0,195000000.0,133.0,14.3
Michael Keaton,16,1525773210.0,713000000.0,911.0,103.7
Jared Leto,9,508057093.0,400000000.0,493.0,61.3
Edward Asner,2,nan,180000000.0,nan,14.200000000000001
Jordan Nagai,1,293004164.0,175000000.0,88.0,8.3
John Ratzenberger,1,293004164.0,175000000.0,88.0,8.3
Anthony Gonzalez,1,210460015.0,175000000.0,81.0,8.4
Gael García Bernal,11,nan,305900000.0,nan,74.5
Benjamin Bratt,10,770577704.0,587500000.0,473.0,62.4
John C. Reilly,17,1029792290.0,965000000.0,1045.0,111.09999999999998
Sarah Silverman,4,201447662.0,178900000.0,222.0,24.9
Reese Witherspoon,21,1897487155.0,927084000.0,1124.0,135.0
Stephen Colbert,3,311930601.0,322000000.0,172.0,19.1
Cristela Alonzo,1,152901115.0,175000000.0,59.0,6.7
Chris Cooper,9,490977821.0,431000000.0,613.0,62.50000000000001
Dennis Quaid,28,1119495937.0,1127600000.0,nan,181.60000000000005
Marlon Wayans,10,642526533.0,394500000.0,337.0,50.50000000000001
Kevin Kline,16,503084557.0,582500000.0,834.0,103.7
Kenneth Branagh,12,383974805.0,492000000.0,nan,82.2
Jet Li,10,544591095.0,603000000.0,460.0,62.7
Maria Bello,13,505861279.0,443000000.0,736.0,84.2
Steve Carell,27,2659526330.0,1302000000.0,1666.0,182.6
Morgan Freeman,35,2461738272.0,1856800000.0,1873.0,233.9
Lauren Graham,4,184972152.0,221500000.0,215.0,25.6
Kevin Costner,27,1398582048.0,1177500000.0,1400.0,183.40000000000003
Jeanne Tripplehorn,3,280458929.0,257000000.0,163.0,19.0
Dennis Hopper,7,263124770.0,281200000.0,364.0,44.0
Michael Sheen,7,291388689.0,384495600.0,388.0,45.9
Astrid Bergès-Frisbey,2,39511538.0,176000000.0,98.0,14.0
Hiroyuki Sanada,2,39032100.0,205000000.0,81.0,11.8
Kô Shibasaki,1,38362475.0,175000000.0,28.0,6.2
Rosalie Chiang,1,nan,175000000.0,83.0,7.0
Sandra Oh,4,nan,197700000.0,250.0,27.4
Ava Morse,1,nan,175000000.0,83.0,7.0
Jennifer Connelly,16,1612549627.0,1066200000.0,945.0,109.39999999999999
Miles Teller,9,840765711.0,309400000.0,589.0,64.4
Rafe Spall,1,417719760.0,170000000.0,51.0,6.1
Mickey Rourke,9,542041096.0,452000000.0,477.0,59.3
Gary Oldman,20,nan,941000000.0,nan,133.3
Keri Russell,7,398943572.0,320000000.0,378.0,47.099999999999994
Andy Serkis,6,nan,610000000.0,nan,42.1
Chris Coppola,1,189528738.0,170000000.0,61.0,6.6
Michael Jeter,2,212673237.0,173000000.0,nan,11.899999999999999
Kristen Stewart,23,1958928478.0,914400000.0,1275.0,138.70000000000002
Charlize Theron,26,nan,1358500000.0,1496.0,174.10000000000002
Nick Stahl,4,204297507.0,188800000.0,nan,26.199999999999996
Kristanna Loken,2,152776532.0,195000000.0,84.0,9.3
Kate Beckinsale,18,nan,868500000.0,nan,112.4
Richard Roxburgh,1,120177084.0,170000000.0,35.0,6.1
Sterling Holloway,1,nan,170000000.0,96.0,7.2
Edward Brophy,1,nan,170000000.0,96.0,7.2
Herman Bing,1,nan,170000000.0,96.0,7.2
Kyle Chandler,5,361322529.0,268000000.0,364.0,34.8
Vera Farmiga,12,nan,435300000.0,696.0,80.9
Millie Bobby Brown,2,211416232.0,325000000.0,107.0,12.3
George Clooney,32,nan,1734500000.0,2088.0,213.50000000000003
Britt Robertson,6,nan,226950000.0,nan,40.3
Hugh Laurie,5,326723460.0,430600000.0,319.0,31.1
Rosa Salazar,1,85838210.0,170000000.0,53.0,7.3
Laura Dern,4,854055373.0,303000000.0,237.0,27.1
Mike Myers,9,1898038828.0,643000000.0,528.0,58.2
Cameron Diaz,25,2842045479.0,1498000000.0,1331.0,158.39999999999998
Rachel McAdams,21,1433447116.0,852500000.0,1331.0,148.99999999999997
Ryan Potter,1,222527828.0,165000000.0,74.0,7.8
Scott Adsit,1,222527828.0,165000000.0,74.0,7.8
Jamie Chung,2,nan,167300000.0,137.0,14.399999999999999
Jay Baruchel,6,nan,620500000.0,nan,42.3
Gerard Butler,29,nan,1562600000.0,1246.0,186.49999999999997
Christopher Mintz-Plasse,4,423843493.0,270500000.0,264.0,29.200000000000003
Jack McBrayer,2,233008642.0,250000000.0,102.0,12.0
Jane Lynch,1,189422889.0,165000000.0,72.0,7.7
Matthew McConaughey,33,2063078595.0,1452984000.0,1842.0,221.89999999999998
Jessica Chastain,16,nan,800750000.0,1053.0,110.2
Timothée Chalamet,4,nan,338500000.0,nan,nan
Rebecca Ferguson,9,589743056.0,685972729.0,507.0,61.4
Liam Hemsworth,9,1712072157.0,831900000.0,468.0,58.2
Jeff Goldblum,8,nan,517000000.0,436.0,50.0
Bill Pullman,10,nan,436000000.0,nan,60.49999999999999
Paige O'Hara,2,437935240.0,180000000.0,190.0,16.0
Robby Benson,2,437935240.0,180000000.0,190.0,16.0
Jesse Corti,2,437935240.0,180000000.0,190.0,16.0
Jake Gyllenhaal,25,nan,1099900000.0,1633.0,175.7
Amber Heard,7,nan,264750000.0,319.0,41.599999999999994
Joseph Gordon-Levitt,17,nan,635550000.0,nan,118.5
Elliot Page,8,nan,204950000.0,512.0,57.00000000000001
Josh Hutcherson,13,nan,901225000.0,746.0,82.4
Aaron Taylor-Johnson,11,648176237.0,539300000.0,628.0,73.8
Bryan Cranston,8,847514881.0,584500000.0,526.0,56.8
Tilda Swinton,10,243711041.0,388100000.0,676.0,68.5
Nicolas Cage,44,nan,2314203077.0,2171.0,269.1000000000001
Richard Dreyfuss,8,705984403.0,287777000.0,507.0,53.1
Kurt Russell,21,nan,1010000000.0,nan,143.7
Emmy Rossum,3,298709547.0,340000000.0,137.0,19.4
Travis Fimmel,2,48528346.0,168000000.0,112.0,13.9
Paula Patton,9,269219999.0,313500000.0,388.0,53.1
Ben Foster,11,nan,520000000.0,652.0,74.4
Al Pacino,25,nan,979500000.0,1545.0,170.7
Joe Pesci,11,nan,503000000.0,655.0,79.2
LaKeith Stanfield,4,111088344.0,201950000.0,nan,26.5
Rosario Dawson,14,714546545.0,810700000.0,nan,91.10000000000001
Douglas M. Griffin,1,61433527.0,156000000.0,68.0,7.1
Rebecca Hall,9,333870817.0,335900000.0,595.0,60.5
Jason Clarke,4,nan,290000000.0,271.0,28.1
John Boyega,4,98186683.0,226000000.0,239.0,24.9
Scott Eastwood,6,nan,227000000.0,nan,33.8
Cailee Spaeny,1,59874525.0,155000000.0,44.0,5.6
Colin Farrell,23,nan,914500000.0,1310.0,150.89999999999998
Steve Zahn,12,nan,476700000.0,nan,76.19999999999999
Josh Hartnett,14,nan,580900000.0,nan,88.4
Issa Rae,3,nan,182000000.0,201.0,19.299999999999997
Kristen Bell,9,1255670447.0,512500000.0,456.0,55.10000000000001
Idina Menzel,2,878326587.0,300000000.0,139.0,14.2
Josh Gad,10,nan,497000000.0,482.0,64.5
Robin Wright,10,1026918123.0,428743106.0,643.0,71.3
Jonathan Groff,2,436350989.0,170000000.0,138.0,13.5
Ginnifer Goodwin,4,593787792.0,254000000.0,233.0,28.0
Jason Bateman,15,1212964308.0,618500000.0,782.0,95.19999999999999
Laurence Fishburne,15,1058436664.0,761500000.0,nan,102.49999999999999
Alice Braga,2,270187845.0,182000000.0,97.0,13.5
Charlie Tahan,2,287555555.0,194000000.0,102.0,13.600000000000001
Auli'i Cravalho,1,248757044.0,150000000.0,81.0,7.6
Rachel House,1,248757044.0,150000000.0,81.0,7.6
Simu Liu,1,224543292.0,150000000.0,71.0,7.4
Awkwafina,5,nan,379203077.0,nan,35.2
Tony Leung Chiu-wai,4,280324946.0,244000000.0,307.0,30.0
Freddie Highmore,6,349476353.0,408500000.0,324.0,40.3
David Kelly,3,231344097.0,157500000.0,188.0,20.400000000000002
Brad Garrett,1,206445654.0,150000000.0,96.0,8.1
Lou Romano,1,206445654.0,150000000.0,96.0,8.1
Patton Oswalt,4,414948441.0,264000000.0,288.0,27.3
Ken Watanabe,4,389237332.0,388000000.0,268.0,31.1
Jeremy Renner,14,1046095023.0,767000000.0,921.0,97.0
Fionn Whitehead,2,190837732.0,150027000.0,169.0,14.6
Barry Keoghan,1,189740665.0,150000000.0,94.0,7.8
Mark Rylance,3,317538189.0,330000000.0,241.0,21.7
Ben Stiller,26,2663556082.0,1704000000.0,nan,164.3
Chris Rock,14,1117423334.0,810700000.0,685.0,83.6
David Schwimmer,4,453602153.0,313000000.0,nan,24.4
Liev Schreiber,8,423317605.0,461500000.0,447.0,52.4
Justice Smith,2,150276644.0,154900000.0,105.0,12.9
Kathryn Newton,2,153205423.0,156000000.0,120.0,12.8
Tye Sheridan,5,166531792.0,208000000.0,290.0,33.3
Olivia Cooke,7,nan,177450000.0,441.0,45.9
Zach Braff,4,167506865.0,159500000.0,209.0,26.6
Garry Marshall,2,139725906.0,155000000.0,105.0,11.100000000000001
Michelle Monaghan,12,599753286.0,599500000.0,606.0,79.3
Ayelet Zurer,1,133375846.0,150000000.0,48.0,6.7
Eric Bana,9,479850520.0,562000000.0,487.0,59.300000000000004
Noah Ringer,1,131772187.0,150000000.0,20.0,4.0
Jackson Rathbone,1,131772187.0,150000000.0,20.0,4.0
Jerry Seinfeld,1,126631277.0,150000000.0,54.0,6.1
Renée Zellweger,20,1173557356.0,874500000.0,1122.0,131.2
Will Arnett,11,981800894.0,692000000.0,446.0,62.8
Zach Galifianakis,10,1068924788.0,646000000.0,555.0,65.0
John Travolta,24,nan,1299000000.0,nan,150.9
Miley Cyrus,5,nan,224000000.0,nan,23.5
Susie Essman,1,114053579.0,150000000.0,67.0,6.8
Stephanie Beatriz,1,96093622.0,150000000.0,75.0,7.2
María Cecilia Botero,1,96093622.0,150000000.0,75.0,7.2
John Leguizamo,19,nan,1013500000.0,nan,114.0
Regé-Jean Page,1,93277026.0,150000000.0,72.0,7.3
Rosamund Pike,10,731294418.0,669750000.0,574.0,67.6
Ray Winstone,9,nan,263240000.0,nan,52.8
Crispin Glover,5,nan,207900000.0,nan,32.0
Michelle Pfeiffer,19,1015715153.0,847200000.0,nan,129.99999999999997
Eva Green,8,nan,621000000.0,495.0,55.3
Maggie Gyllenhaal,6,nan,185900000.0,381.0,40.1
LeBron James,1,70592228.0,150000000.0,36.0,4.5
Don Cheadle,13,533749311.0,445403082.0,765.0,88.9
Cedric Joe,1,70592228.0,150000000.0,36.0,4.5
Benicio Del Toro,12,376554833.0,446500000.0,727.0,83.2
Matt Damon,41,3283337716.0,2494200000.0,2659.0,288.50000000000006
Tian Jing,1,45540830.0,150000000.0,42.0,5.9
Levi Miller,1,35088320.0,150000000.0,36.0,5.7
Seth Green,7,350107425.0,299200000.0,254.0,41.300000000000004
John Bradley,1,19060660.0,150000000.0,41.0,5.1
Mélanie Laurent,5,nan,201200000.0,258.0,30.5
Manuel Garcia-Rulfo,1,nan,150000000.0,41.0,6.1
Jada Pinkett Smith,11,701577079.0,369000000.0,nan,69.4
Simon Pegg,9,785905774.0,484000000.0,606.0,65.1
Tony Goldwyn,5,281367349.0,247087000.0,256.0,32.3
Minnie Driver,7,247851154.0,221000000.0,425.0,46.0
Brian Blessed,1,171091819.0,145000000.0,79.0,7.3
Ty Burrell,3,162912745.0,216800000.0,170.0,19.5
Max Charles,1,111506430.0,145000000.0,59.0,6.8
Alec Baldwin,22,1112652511.0,1111000000.0,nan,144.1
Isla Fisher,7,283672562.0,399000000.0,nan,44.1
Dan Aykroyd,17,1082609300.0,610400000.0,900.0,109.3
Bruce Willis,42,nan,2231243106.0,nan,268.8
Billy Bob Thornton,17,541603674.0,594833610.0,924.0,108.8
Hugo Weaving,5,318809365.0,400000000.0,267.0,33.3
Dustin Hoffman,18,nan,718300000.0,1128.0,125.39999999999999
Mel Gibson,26,nan,1112902619.0,nan,175.4
Danny Glover,13,622908017.0,422200000.0,nan,87.39999999999999
Adrianne Palicki,1,122523060.0,140000000.0,41.0,5.7
Jim Carrey,21,2368649515.0,1251000000.0,nan,140.5
Téa Leoni,11,586354957.0,517000000.0,568.0,70.0
Ruby Barnhill,1,55483770.0,140000000.0,66.0,6.3
Penelope Wilton,3,86584027.0,151100000.0,182.0,20.2
Mary Elizabeth Winstead,5,212219963.0,268000000.0,288.0,33.1
Brenton Thwaites,5,105140876.0,174050000.0,241.0,30.3
Nikolaj Coster-Waldau,2,102781644.0,155000000.0,82.0,11.600000000000001
Lou Ferrigno,1,nan,140000000.0,nan,3.5
Shari Shattuck,1,nan,140000000.0,nan,3.5
Walter Abbot,1,nan,140000000.0,nan,3.5
Jackie Earle Haley,2,108755940.0,145000000.0,107.0,12.5
Carla Gugino,9,674501879.0,555000000.0,381.0,55.9
Josh Lucas,9,nan,323500000.0,nan,57.3
Jessica Biel,13,nan,448640000.0,459.0,76.4
Edward Norton,20,792309815.0,823900000.0,1204.0,140.1
Liv Tyler,6,239011999.0,187000000.0,326.0,39.1
Tim Roth,10,nan,390500000.0,nan,59.10000000000001
Sam Elliott,6,579448132.0,386000000.0,290.0,37.9
Taylor Lautner,5,1200047029.0,416700000.0,224.0,25.4
Will Poulter,3,nan,179000000.0,165.0,20.8
Sophie Marceau,2,202553629.0,207000000.0,125.0,14.700000000000001
Robert Carlyle,7,nan,241500000.0,nan,45.800000000000004
Timothy Olyphant,8,435916873.0,389000000.0,421.0,52.5
Paul Bettany,9,308071070.0,451500000.0,461.0,56.8
Billy Boyd,1,93927920.0,135000000.0,81.0,7.5
Paul Giamatti,14,nan,476500000.0,814.0,91.1
Maya Rudolph,7,398152511.0,300900000.0,378.0,43.7
Tyler Perry,12,nan,348000000.0,535.0,63.00000000000001
Elijah Wood,11,1544272641.0,733030000.0,nan,75.5
Pink,1,64006466.0,135000000.0,50.0,5.8
Gong Li,2,91121456.0,185000000.0,101.0,12.1
Jaboukie Young-White,1,37968963.0,135000000.0,65.0,5.7
Gabrielle Union,9,442376277.0,415000000.0,435.0,50.5
Mackenzie Foy,2,56198003.0,210400000.0,109.0,13.3
Dakota Fanning,9,nan,358000000.0,nan,62.2
Tim Robbins,14,720559347.0,482000000.0,nan,95.4
Tom McGrath,1,83850911.0,132000000.0,53.0,6.6
Chris Miller,1,83850911.0,132000000.0,53.0,6.6
Christopher Knights,1,83850911.0,132000000.0,53.0,6.6
Joan Allen,9,611056491.0,445700000.0,598.0,63.89999999999999
Michael Peña,12,nan,435300000.0,613.0,75.2
Corey Stoll,1,180202163.0,130000000.0,64.0,7.3
Jim Parsons,3,532192530.0,142500000.0,165.0,19.5
Rihanna,3,532192530.0,142500000.0,165.0,19.5
Steve Martin,18,1343411222.0,804000000.0,914.0,110.69999999999999
Lin-Manuel Miranda,1,171958438.0,130000000.0,66.0,6.7
Ben Whishaw,3,178626368.0,202200000.0,203.0,21.1
Will Ferrell,27,2185959988.0,1363500000.0,nan,168.39999999999995
Jonah Hill,14,1187431668.0,636000000.0,903.0,94.89999999999998
Martin Lawrence,15,1123868194.0,672000000.0,nan,85.3
Jesse Eisenberg,16,823602012.0,701900000.0,915.0,104.89999999999998
Jemaine Clement,2,131652117.0,139500000.0,77.0,12.399999999999999
Jamie Bell,11,349108762.0,440300000.0,628.0,75.9
Jaden Smith,2,224088556.0,185000000.0,97.0,12.8
David Denman,3,91728930.0,148000000.0,99.0,17.1
Shea Adams,1,49554002.0,130000000.0,53.0,6.6
Mary-Louise Parker,1,33618855.0,130000000.0,25.0,5.6
America Ferrera,5,270197005.0,198000000.0,309.0,32.0
F. Murray Abraham,5,374040966.0,306000000.0,352.0,37.699999999999996
Jing Wu,1,82600317.0,129000000.0,nan,5.1
Shuya Sophia Cai,1,82600317.0,129000000.0,nan,5.1
D.B. Sweeney,1,137748063.0,127500000.0,56.0,6.4
Julianna Margulies,4,208553404.0,186500000.0,208.0,24.9
Dafne Keen,1,226277068.0,127000000.0,77.0,8.1
Richard Harris,3,nan,139800000.0,189.0,21.099999999999998
Kevin Hart,19,nan,789750000.0,nan,120.1
Audrey Tautou,2,225648552.0,135000000.0,124.0,13.899999999999999
Jean Reno,8,397840299.0,461300000.0,367.0,49.9
Jared Harris,3,277783787.0,291000000.0,169.0,21.3
Jimmy Kimmel,1,175003033.0,125000000.0,50.0,6.3
Ralph Fiennes,21,1114178523.0,812500000.0,1366.0,142.10000000000002
Anna Kendrick,16,1042315564.0,480770000.0,998.0,104.39999999999998
Justin Timberlake,10,nan,395713933.0,536.0,62.9
Zooey Deschanel,10,nan,392000000.0,nan,64.60000000000001
Noomi Rapace,5,nan,307600000.0,242.0,33.1
Logan Marshall-Green,3,138685951.0,129000000.0,205.0,21.1
Chris O'Donnell,5,252198623.0,317000000.0,216.0,26.1
Neve Campbell,14,nan,377700000.0,nan,87.80000000000001
Chin Han,1,68420120.0,125000000.0,51.0,5.8
Omar Sy,1,62342368.0,125000000.0,48.0,6.7
Cara Gee,1,62342368.0,125000000.0,48.0,6.7
Sharon Stone,13,570544152.0,661100000.0,nan,82.7
Michael Ironside,3,238892911.0,190060000.0,180.0,21.7
Asher Angel,2,198118055.0,210000000.0,118.0,13.0
Jack Dylan Grazer,2,65287979.0,150000000.0,109.0,13.4
Marion Cotillard,6,nan,368500000.0,334.0,37.9
Lucas Till,4,nan,145020000.0,nan,19.3
Jane Levy,2,87610022.0,142000000.0,98.0,12.2
Thomas Lennon,2,53712327.0,135000000.0,88.0,11.600000000000001
Diane Venora,3,53303650.0,136000000.0,nan,18.700000000000003
Dennis Storhøi,1,32698899.0,125000000.0,42.0,6.6
Olivia Colman,4,nan,148000000.0,nan,nan
Hugh Grant,18,nan,778100000.0,nan,nan
Taylor Momsen,1,260715005.0,123000000.0,46.0,6.3
Kelley,1,260715005.0,123000000.0,46.0,6.3
Charles Hood,1,nan,120000000.0,nan,nan
Drew Taylor,1,nan,120000000.0,nan,nan
Alicia Vikander,9,336684483.0,383000000.0,565.0,62.10000000000001
Ioan Gruffudd,4,379109337.0,317600000.0,176.0,22.400000000000002
Jessica Alba,13,nan,462850000.0,nan,71.8
Suraj Sharma,1,124987023.0,120000000.0,79.0,7.9
Irrfan Khan,5,186311783.0,220200000.0,353.0,36.0
Adil Hussain,1,124987023.0,120000000.0,79.0,7.9
Eva Mendes,10,449559136.0,376000000.0,569.0,62.4
Malin Akerman,6,nan,282000000.0,270.0,35.300000000000004
Drew Barrymore,23,1447238821.0,939501100.0,1240.0,142.70000000000002
Lucy Liu,7,446455780.0,418000000.0,332.0,36.3
Jodie Foster,15,817108916.0,665400000.0,nan,102.89999999999999
Andrea Riseborough,5,104304477.0,170000000.0,331.0,33.0
