tconst,averagerating,numvotes
tt2394087,8.6,186
tt2394099,4.5,302
tt23941342,8.5,87
tt23941664,3.5,20
tt23942082,4.2,50
tt2394274,7.4,12
tt2394368,8.1,14
tt2395004,5.8,37
tt23950632,6.3,31
tt23950956,7.3,6288
tt2395127,6.0,9
tt2395133,7.1,886
tt2395137,3.7,41
tt23951378,7.7,2066
tt2395139,7.3,33
tt2395146,6.5,560
tt23951484,6.4,404
tt2395153,6.7,19
tt2395155,7.9,84
tt2395175,6.7,15
tt2395183,1.9,162
tt2395199,5.1,6492
tt2395205,6.6,6
tt23952060,7.7,1766
tt2395207,5.8,36
tt2395228,6.4,615
tt23952498,6.3,26
tt2395271,3.9,44
tt2395303,7.0,15
tt2395305,5.8,183
tt2395339,4.9,3260
tt2395343,7.3,142
tt2395348,6.2,41
tt2395349,5.5,373
tt2395353,6.5,122
tt2395357,7.4,40
tt2395385,5.5,8418
tt2395395,6.3,578
tt2395417,7.4,8712
tt2395421,6.8,4424
tt2395427,7.3,904475
tt2395441,7.6,13
tt2395449,7.8,7
tt2395455,6.5,386
tt2395459,6.9,273
tt2395461,9.0,13
tt2395465,7.4,164
tt2395469,7.9,42417
tt2395476,8.7,12
tt2395760,6.0,12
tt2395796,7.0,8
tt2395798,6.5,20
tt2395874,5.8,25
tt2395970,7.1,2286
tt2396046,4.6,22
tt2396154,8.5,93
tt2396200,2.3,783
tt2396224,8.2,15374
tt2396226,7.9,127
tt2396341,7.3,20
tt2396350,6.5,70
tt2396369,5.1,230
tt2396399,5.0,51
tt2396427,6.6,5
tt2396429,5.7,1767
tt2396436,3.9,2963
tt2396443,4.9,340
tt2396459,7.3,678
tt2396485,7.0,81
tt2396489,6.1,965
tt2396495,5.4,2081
tt2396497,5.8,10
tt2396502,7.1,35
tt2396521,6.1,10
tt2396529,5.6,15
tt2396539,7.3,116
tt2396557,7.2,84
tt2396561,6.3,8
tt2396566,7.4,13824
tt2396589,7.4,52988
tt2396591,6.8,29
tt2396615,6.4,12
tt2396619,6.0,12
tt2396621,6.1,47
tt2396625,6.2,11
tt2396639,6.6,135
tt2396649,6.0,7
tt2396653,8.5,11
tt2396659,6.4,168
tt2396663,7.5,79
tt2396671,3.9,876
tt2396679,7.0,11
tt2396690,5.8,2613
tt2396701,3.8,2383
tt2396711,2.4,216
tt2396721,5.3,5099
tt2396757,6.8,32
tt2396759,8.8,26
tt2396777,6.8,36
tt2396779,8.0,32
tt2396870,6.4,80
tt2396914,5.0,11
tt2397108,4.8,5
tt2397310,5.8,46
tt2397419,5.6,20
tt2397425,1.5,262
tt2397431,6.3,284
tt2397447,5.9,22
tt2397461,5.9,16286
tt2397465,6.0,9
tt2397471,6.6,22
tt2397487,6.2,85
tt2397489,3.8,164
tt2397512,7.0,12
tt2397513,6.8,13
tt2397515,7.3,24
tt2397521,6.4,482
tt2397531,6.0,1860
tt2397535,7.4,296363
tt2397537,4.1,14
tt2397549,6.3,329
tt2397561,6.7,343
tt2397573,4.7,301
tt2397605,8.5,58
tt2397607,7.0,10
tt2397617,5.5,131
tt2397688,5.3,18
tt2397902,8.4,11
tt2397982,5.1,22
tt2398010,6.9,11
tt2398123,5.6,57
tt2398136,5.6,233
tt2398143,7.3,1277
tt2398149,7.2,20346
tt2398159,6.1,81
tt2398173,4.8,29
tt2398179,7.5,23
tt2398182,5.8,426
tt2398231,6.6,34857
tt2398241,6.0,23477
tt2398249,5.6,24127
tt2398251,7.1,25
tt2398276,4.7,137
tt2398306,5.1,460
tt2398316,3.2,42
tt2398338,7.1,23
tt2398340,5.5,626
tt23985396,7.8,40
tt23985714,8.6,13
tt23985826,8.6,9
tt2398604,5.5,41
tt2398612,4.8,14
tt2398642,5.4,18
tt23986440,7.7,223
tt23986476,6.8,19
tt23986562,5.5,75
tt23986770,7.6,6
tt23986920,8.6,191
tt23987098,6.9,9
tt23988900,5.6,56
tt2399058,7.8,27
tt2399114,4.8,8
tt2399152,5.8,11
tt2399202,7.6,32
tt2399270,6.3,18
tt2399354,8.6,12
tt2399406,4.7,806
tt2399430,6.1,13
tt2399493,7.8,226
tt2399495,6.0,934
tt2399499,4.6,99
tt2399501,6.1,195
tt2399515,6.1,190
tt2399517,6.8,24
tt2399523,7.1,301
tt2399527,6.8,14
tt2399531,1.2,476
tt2399533,7.7,655
tt2399537,5.9,599
tt2399569,6.3,27
tt2399624,2.8,9
tt2399640,9.4,68
tt2399648,7.9,116
tt2399714,8.2,26
tt2399752,6.6,145
tt2399900,8.5,21
tt2400002,6.7,2360
tt2400016,5.0,213
tt2400068,7.6,75
tt2400098,2.0,20
tt2400256,7.0,63
tt2400262,5.8,87
tt2400272,6.9,82
tt2400275,5.8,6222
tt2400281,5.6,15
tt2400283,6.9,8318
tt2400284,5.4,397
tt2400287,6.8,10
tt2400291,7.7,5558
tt2400305,4.0,134
tt2400311,4.1,73
tt2400314,4.3,372
tt2400321,6.7,286
tt2400335,8.0,9
tt2400336,6.5,499
tt2400359,5.5,74
tt2400377,8.0,910
tt2400379,5.6,65
tt2400399,7.9,215
tt2400401,7.3,11
tt2400405,5.9,33
tt2400407,5.4,219
tt2400433,4.8,152
tt2400434,2.6,135
tt2400441,7.6,420
tt2400447,4.0,113
tt2400461,7.7,24
tt2400463,6.6,116933
tt2400473,5.8,92
tt2400475,7.2,23
tt2400493,8.0,6
tt2400570,5.8,45
tt2400612,6.3,14
tt24007618,3.2,16
tt2400975,6.8,133
tt2400997,6.8,38
tt2401003,7.4,15
tt2401005,7.2,125
tt2401007,5.1,139
tt2401013,6.7,200
tt2401023,7.6,818
tt2401037,6.5,195
tt2401067,7.2,42
tt2401069,5.5,114
tt2401076,8.8,10
tt2401082,6.4,368
tt2401096,4.8,431
tt2401097,5.6,19931
tt2401099,7.6,687
tt2401138,6.3,32
tt2401176,6.2,30
tt2401179,6.6,29
tt2401181,5.7,1695
tt2401191,7.5,8
tt2401195,4.6,22
tt2401199,4.8,731
tt2401211,5.6,25
tt2401213,7.5,377
tt2401215,5.3,431
tt2401223,7.3,1711
tt2401225,4.2,1004
tt2401346,7.6,78
tt2401348,2.7,17
tt2401362,8.7,16
tt2401542,8.2,19
tt2401561,4.9,68
tt2401567,6.9,18
tt2401577,6.8,9
tt2401579,5.4,113
tt2401585,6.4,2505
tt24015932,9.3,24
tt2401597,6.3,640
tt2401619,6.5,60
tt2401621,7.5,7339
tt2401669,6.2,23
tt2401685,6.3,9
tt2401705,8.0,25
tt2401711,6.7,888
tt2401715,6.0,3777
tt2401716,6.9,30
tt2401719,5.5,377
tt2401723,5.0,41
tt2401725,4.6,27
tt2401727,5.6,24
tt2401729,7.4,6
tt2401733,7.9,27
tt2401745,6.8,56
tt2401752,7.3,89
tt2401769,7.2,19
tt2401789,2.5,1073
tt24017902,4.7,223
tt2401801,4.9,33
tt2401806,5.3,8
tt2401807,5.0,25223
tt2401814,6.5,474
tt2401817,6.1,21
tt2401825,6.4,1162
tt24018360,6.8,46
tt2401846,3.4,14
tt2401866,4.9,171
tt2401868,6.2,115
tt2401878,7.3,74431
tt2401912,5.1,117
tt2401920,6.8,88
tt2401964,7.2,205
tt24019984,6.5,38
tt24020058,6.6,193
tt24020350,8.2,12
tt2402054,4.8,63
tt2402085,5.7,6938
tt2402091,6.8,5079
tt2402101,6.2,47259
tt2402105,6.1,27432
tt2402107,4.1,155
tt2402114,7.1,97
tt2402127,3.0,243
tt2402131,4.5,617
tt24021346,9.3,62
tt2402157,6.3,69834
tt2402163,4.5,369
tt2402165,7.4,17
tt2402177,5.6,7
tt2402179,6.6,1950
tt2402186,7.1,1391
tt2402194,3.2,279
tt2402197,8.5,107
tt2402200,7.1,1680
tt24022054,8.8,25
tt2402213,4.0,63
tt2402246,3.3,96
tt2402328,5.3,39
tt2402372,8.5,15
tt2402440,6.2,17
tt2402528,4.2,13
tt2402535,4.7,11
tt2402565,5.7,478
tt2402571,8.1,13
tt2402577,4.4,215
tt2402578,4.4,115
tt2402579,5.3,145
tt2402602,6.7,288
tt2402603,6.1,5767
tt2402613,4.4,72
tt2402619,5.1,1657
tt2402623,6.6,1580
tt2402631,6.9,192
tt2402635,8.1,26
tt2402651,4.7,177
tt2402673,4.4,30
tt2402701,4.5,225
tt2402705,7.9,100
tt2402716,6.9,29
tt2402725,8.2,20
tt2402731,6.2,19
tt2402739,6.0,107
tt2402745,7.2,30
tt2402751,4.0,399
tt2402800,3.4,8
tt2402917,6.1,101
tt2402925,5.8,9
tt2402927,7.2,138480
tt2402945,4.5,28
tt2402966,6.4,14
tt2402980,7.0,259
tt2402982,6.9,42
tt2402985,5.4,2991
tt2403001,8.5,397
tt2403003,7.4,11
tt2403021,5.3,47988
tt2403029,3.2,21999
tt2403278,5.3,327
tt2403379,6.9,16
tt2403381,7.7,17
tt2403393,6.2,2002
tt2403415,5.0,225
tt2403417,6.5,25
tt2403419,4.2,811
tt2403427,5.8,266
tt2403439,7.1,352
tt2403453,6.2,363
tt2403558,5.4,3072
tt2403774,6.6,106
tt2403809,7.0,956
tt2403813,2.8,60
tt2403815,5.2,712
tt2403841,7.3,13
tt2403849,4.1,261
tt2403851,6.7,358
tt2403867,6.8,447
tt2403875,4.7,22
tt2403876,8.2,20
tt2403877,5.7,189
tt2403879,4.2,6
tt2403880,6.7,761
tt2403883,5.5,1528
tt2403889,6.6,15
tt2403899,6.7,926
tt2403914,3.6,153
tt2403927,5.7,21
tt2403931,7.1,331
tt2403937,6.2,12
tt2403938,8.5,9
tt2403939,6.0,155
tt2403945,5.4,39
tt2403949,6.3,24
tt2403961,5.8,6194
tt2403970,7.8,7
tt2403976,6.3,89
tt2403981,4.7,690
tt2403991,6.5,592
tt2404003,2.4,206
tt2404015,5.9,60
tt2404027,6.8,1982
tt2404070,9.3,9
tt2404163,6.1,44
tt2404171,6.8,1397
tt2404181,7.3,32625
tt2404187,7.5,46
tt2404192,5.6,246
tt2404195,4.0,26
tt2404197,6.8,62
tt2404203,7.9,12
tt2404217,7.3,2729
tt2404219,6.6,13
tt2404233,5.4,123368
tt2404234,4.5,26
tt2404237,7.0,382
tt2404241,7.1,149
tt2404255,5.3,8
tt2404267,4.6,13
tt2404269,6.0,245
tt2404298,6.2,11
tt2404299,5.2,2992
tt2404311,6.3,121434
tt2404334,6.0,14
tt2404369,2.4,10
tt2404376,2.3,340
tt2404382,7.1,15
tt2404385,6.1,287
tt2404411,4.6,14
tt2404425,7.3,62028
tt2404435,6.9,224024
tt2404437,4.0,59
tt2404461,7.7,50349
tt2404463,6.6,179135
tt2404465,6.9,11885
tt2404469,3.0,578
tt2404471,5.8,63
tt2404484,5.2,193
tt2404519,3.6,1223
tt2404552,7.5,142
tt2404555,5.6,1063
tt2404566,8.4,9
tt2404567,7.5,545
tt2404572,7.2,498
tt2404579,8.1,50
tt2404583,4.3,2932
tt2404593,5.4,175
tt2404605,7.4,172
tt2404636,3.8,159
tt2404639,6.3,5770
tt2404645,5.6,841
tt2404670,5.5,17
tt2404673,5.0,33
tt2404681,8.6,14
tt2404738,6.4,15264
tt2404801,7.1,1524
tt2404803,8.7,12
tt2404805,4.7,81
tt2404818,7.3,713
tt2404822,6.8,17
tt2404878,4.4,11
tt2404914,7.0,17
tt2404916,8.3,16
tt2404918,7.6,17
tt24049304,5.6,46
tt2404940,5.5,162
tt2404974,6.4,56
tt2404976,7.1,14
tt2404980,6.2,139
tt2405182,6.4,1242
tt2405212,6.8,9
tt2405372,6.3,512
tt24053810,8.9,17
tt24054588,5.5,59
tt2405470,6.2,11
tt24054758,9.0,6
tt24055330,2.1,1117
tt24055620,6.5,20
tt2405564,6.2,80
tt2405612,6.8,74
tt2405620,5.1,17
tt24056364,7.1,15
tt24056758,7.8,5
tt24056808,6.7,15
tt24056834,9.4,9
tt24056974,8.7,10
tt2405724,5.1,26
tt24057390,3.2,232
tt2405754,7.1,125
tt2405792,7.5,977
tt24058024,7.2,40
tt2405820,4.3,26
tt24058316,8.9,9
tt2405862,8.0,201
tt24058992,8.6,10
tt24059274,7.2,5
tt24059568,7.1,1224
tt24059624,6.8,9
tt24059780,7.2,5465
tt24060026,5.1,63
tt2406038,4.0,127
tt2406068,3.1,21
tt24060894,7.6,6
tt2406092,7.7,24
tt24061354,5.6,58
tt2406252,7.1,20607
tt24062912,4.1,236
tt2406306,4.8,312
tt2406328,6.2,16
tt2406422,7.3,331
tt2406464,5.6,358
tt2406468,4.8,416
tt2406478,6.8,33
tt2406566,6.7,203185
tt2406572,6.2,108
tt2406580,5.3,11
tt2406596,6.7,138
tt2406602,6.6,25
tt2406636,2.6,579
tt2406658,8.4,16
tt2406674,4.0,31
tt2406676,5.7,4464
tt2406724,5.1,24
tt2406728,7.3,31
tt2406732,7.9,11
tt24067348,7.8,5
tt24067350,7.2,51
tt24067424,6.1,39
tt24067620,5.7,173
tt24067680,6.3,1339
tt24068064,6.7,13870
tt24068168,8.7,8
tt24068194,4.3,79
tt24069260,8.8,16
tt2406934,6.2,28
tt24069594,7.5,2527
tt2406992,5.1,304
tt24069962,4.8,280
tt24070322,3.9,32
tt24070578,6.5,18
tt24070596,6.4,8
tt24070610,5.5,58
tt2407064,6.6,213
tt24070700,8.0,6
tt24070754,7.7,1598
tt2407090,8.6,15
tt24071244,8.8,7
tt24072194,4.1,23
tt24072500,5.5,11
tt2407336,5.3,22
tt2407340,8.3,8
tt2407364,7.5,10
tt2407380,6.5,1711
tt2407390,3.9,36
tt24074070,7.3,7
tt2407418,6.4,504
tt2407420,5.0,78
tt24074470,6.5,901
tt24074898,7.5,1113
tt24074940,5.4,621
tt2407504,7.2,86
tt24075174,8.5,46
tt24075388,8.1,41
tt24075716,9.1,129
tt24075920,8.0,6
tt24076146,6.9,544
tt24076206,8.4,324
tt24076340,7.9,17
tt24076346,6.7,410
tt24076348,5.4,11
tt2407652,8.5,37
tt24076636,6.4,52
tt24076652,4.7,33
tt24076780,7.6,51
tt2407712,8.0,28
tt2407730,7.2,90
tt2407826,3.9,315
tt24078380,8.4,67
tt2407844,6.1,48
tt24079640,7.9,40
tt24079694,8.1,21
tt24079736,6.8,154
tt24079744,7.1,45
tt24079772,8.3,52
tt24079774,7.1,612
tt24079788,6.9,1658
tt24079846,7.2,427
tt2408006,4.8,62
tt2408026,6.6,128
tt24080396,6.8,6
tt2408040,6.4,4197
tt2408056,5.8,96
tt2408090,6.6,9
tt2408094,6.7,7
tt2408134,4.4,142
tt24082348,7.1,25
tt24082438,8.8,612
tt24082454,4.6,1017
tt24082466,7.3,80
tt24082488,7.9,633
tt24082520,7.2,312
tt24082558,7.2,93
tt24082622,7.5,23
tt24082644,7.3,80
tt2408282,4.5,94
tt2408288,7.3,74
tt24083008,8.6,42
tt24083908,5.1,1035
tt2408458,7.6,6
tt24084864,4.2,35
tt2408566,4.9,318
tt2408586,7.5,30
tt2408696,4.5,373
tt2408734,4.7,323
tt2408790,5.0,21
tt2408912,7.2,1505
tt2408914,2.7,78
tt2408922,7.7,44
tt2408982,6.5,240
tt2409010,6.8,7
tt2409300,6.4,5285
tt2409302,7.1,8819
tt2409344,6.6,11
tt2409364,8.8,7
tt2409418,5.7,421
tt2409462,7.6,43
tt2409518,3.2,218
tt2409608,7.0,14
tt2409634,5.1,466
tt2409642,7.5,1892
tt2409680,6.7,20
tt2409754,6.2,145
tt24097908,6.2,6
tt2409812,5.8,389
tt2409818,5.1,14962
tt24098716,6.2,5
tt2409904,4.2,55
tt2409990,8.7,15
tt24102278,6.4,49
tt2410266,6.9,177
tt2410290,7.7,180
tt2410318,7.0,11
tt2410524,8.3,22
tt2410598,4.5,60
tt2410638,7.8,21
tt2410682,6.2,39
tt2410712,5.8,194
tt24107558,9.7,22
tt2410798,7.9,534
tt2411008,6.9,52
tt2411024,6.8,2303
tt2411112,6.4,620
tt2411114,6.5,39
tt2411128,6.7,242
tt2411144,5.3,2199
tt2411204,5.2,21
tt2411218,7.8,120
tt2411506,7.8,7
tt2411516,2.9,434
tt2411684,7.3,19
tt2411750,7.9,15
tt2411896,6.9,38
tt2411908,6.0,178
tt2411914,6.1,19
tt2411950,3.6,30
tt2412064,6.3,103
tt2412276,3.6,11
tt2412338,6.2,267
tt2412542,6.6,46
tt2412550,5.9,75
tt2412556,6.6,1206
tt2412560,4.8,32
tt2412568,6.7,1234
tt2412652,7.7,9
tt2412696,5.7,9
tt2412714,7.4,102
tt2412716,6.6,13
tt2412746,4.6,1984
tt2412748,8.5,1039
tt2412928,8.4,6
tt2412984,7.2,15
tt2412986,7.7,6
tt2413014,3.4,76
tt2413106,8.9,17
tt24131298,6.8,5
tt2413134,6.9,116
tt24131472,9.0,11
tt24131652,6.4,12
tt24131660,7.5,84
tt24132084,2.6,9
tt2413210,7.6,24
tt24132144,7.2,143
tt24132176,7.8,92
tt24132248,7.6,32
tt24132400,4.4,2265
tt2413240,6.1,80
tt24132650,6.9,27
tt24132688,7.4,62
tt24132690,6.5,126
tt24132732,7.7,12223
tt24132808,8.2,64
tt24132824,8.5,23
tt24132930,6.8,5
tt24133094,7.7,24
tt2413332,8.7,16
tt2413338,4.5,562
tt24133496,8.3,10
tt24133676,6.6,39
tt24133834,8.1,52
tt24133876,5.1,8
tt2413396,8.2,6
tt2413516,1.8,536
tt2413524,7.0,12
tt2413534,6.3,21
tt2413654,9.8,8
tt24137440,8.0,21
tt2413816,5.2,9
tt2413914,5.1,22
tt2413958,6.2,104
tt2414040,5.5,1546
tt2414046,7.0,2011
tt2414166,8.7,2653
tt2414196,5.0,1247
tt2414212,4.7,1537
tt2414230,7.4,10
tt2414370,6.2,730
tt2414454,7.2,791
tt2414622,6.0,15
tt24146896,6.9,1985
tt2414698,5.4,41
tt2414702,6.1,101
tt2414724,7.2,8
tt2414766,6.7,14685
tt2414822,4.6,1222
tt2414886,6.2,98
tt2414892,8.7,21
tt2415060,4.8,59
tt2415166,5.9,17
tt2415174,6.5,66
tt2415222,7.1,14
tt24153370,9.5,11
tt2415372,8.4,2241
tt24154416,8.3,11
tt2415458,7.0,13386
tt2415482,6.8,13
tt2415536,4.6,13
tt24156250,6.4,133
tt24156350,7.9,9
tt2415658,7.6,35
tt24156602,5.6,18
tt2415718,8.5,24
tt2415728,8.0,26
tt2415834,8.6,98
tt2415838,7.1,42
tt2415848,9.2,9
tt2415890,7.5,24
tt2415904,3.2,285
tt2415946,2.0,2015
tt2415964,6.3,1995
tt2416048,7.1,29
tt2416056,4.7,151
tt2416144,6.7,32
tt24161580,5.7,30
tt2416164,8.5,82
tt2416294,4.4,306
tt2416376,6.2,838
tt24163848,4.6,11
tt24163872,7.2,38
tt24163874,8.7,11
tt2416424,5.7,1283
tt24164806,8.3,7
tt24165110,5.6,45
tt2416516,6.7,13
tt24165182,5.4,7
tt24165388,6.4,11
tt24165468,4.8,38
tt2416560,6.5,41
tt2416620,4.9,42
tt24166504,5.8,103
tt2416822,7.4,517
tt2416944,7.7,32
tt2417040,5.6,10
tt24170832,8.1,12
tt2417096,4.2,23
tt2417154,8.2,1250
tt2417174,6.8,112
tt2417284,7.5,29
tt2417286,6.7,101
tt2417304,8.1,12
tt2417488,7.2,43
tt2417490,7.2,74
tt2417528,4.2,58
tt2417530,6.5,110
tt2417540,7.0,622
tt24175484,6.6,15
tt2417550,6.3,123
tt2417554,3.1,39
tt2417560,7.3,3624
tt2417562,4.3,534
tt2417568,5.7,520
tt2417584,5.0,8
tt2417586,3.6,63
tt2417624,7.0,9
tt2417628,5.6,35
tt2417650,2.5,3915
tt24176904,2.8,14
tt24176910,3.7,49
tt24176930,2.4,27
tt24176950,7.6,6
tt2417712,5.8,14618
tt24177410,9.5,21
tt24177444,6.0,516
tt24177620,4.9,52
tt24178150,8.0,6
tt2417834,7.4,55
tt24178362,7.5,18
tt24178392,5.7,102
tt2417854,4.4,1132
tt24178604,3.9,53
tt24178920,6.2,47
tt24179020,5.2,31
tt2417912,7.7,31
tt2417934,7.5,12
tt2417970,3.8,1074
tt2418056,2.0,15
tt2418150,6.9,28
tt2418196,2.5,49
tt2418198,3.1,158
tt2418248,7.5,35
tt2418264,5.2,107
tt2418298,6.8,33
tt2418310,6.7,10
tt2418328,4.6,1023
tt2418372,5.9,1243
tt2418384,7.1,16
tt2418406,4.3,13
tt2418440,6.2,5618
tt2418480,8.4,62
tt2418510,6.2,416
tt2418558,6.0,8104
tt2418644,7.3,125
tt2418988,4.6,49
tt2418994,2.4,23
tt2419086,4.1,93
tt2419218,7.5,15
tt2419224,3.0,12
tt2419246,7.7,38
tt2419284,6.6,1369
tt2419326,8.0,25
tt2419354,3.9,989
tt2419450,6.2,14
tt2419486,4.6,31
tt2419506,5.6,908
tt2419512,7.9,10
tt2419530,7.1,122
tt2419540,7.4,54
tt2419544,6.3,289
tt2419576,7.3,534
tt2419610,6.2,31
tt2419640,5.3,97
tt2419668,6.9,22
tt2419682,7.0,237
tt2419712,4.4,7
tt2419726,7.7,8
tt2419810,6.1,19
tt24198396,5.2,30
tt2419844,5.9,92
tt2419934,7.4,179
tt2419972,6.0,73
tt2419978,8.0,60
tt2419986,5.6,861
tt2419990,6.1,36
tt2420006,6.5,1509
tt2420018,6.7,1007
tt2420080,7.7,20
tt2420082,7.7,65
tt2420102,7.7,117
tt2420124,5.7,3677
tt2420166,5.5,2029
tt2420176,5.6,334
tt2420208,3.7,29
tt2420756,6.0,8332
tt2420768,7.9,45
tt24207848,6.3,12
tt2420824,5.9,313
tt2420876,6.7,529
tt2420886,5.7,2120
tt2420998,6.3,7
tt2421026,4.8,50
tt2421224,5.8,208
tt2421230,5.6,196
tt2421246,7.3,26
tt2421314,6.4,39
tt2421328,6.3,115
tt2421350,6.4,33
tt2421416,6.1,3569
tt2421434,8.2,21
tt2421498,7.7,81
tt2421504,7.4,20
tt24215106,6.0,328
tt24215218,5.1,60
tt24215294,8.7,23
tt2421616,7.9,11
tt24216816,3.3,134
tt24216998,7.6,407
tt24217086,6.9,15
tt2421732,9.0,54
tt24217762,6.0,67
tt24217782,5.3,70
tt24217984,6.1,15
tt24218264,8.5,1122
tt24218332,7.3,9
tt24218390,6.8,205
tt24218658,5.9,15
tt2421868,7.4,257
tt2421904,5.5,14
tt2421910,3.7,286
tt2421914,7.8,31
tt2421956,8.3,80
tt2421960,7.9,17
tt2422060,7.2,113
tt2422070,6.4,32
tt24221454,5.8,534
tt2422160,4.3,10
tt24221608,3.8,36
tt24221962,4.3,7
tt2422212,2.0,363
tt2422276,7.6,91
tt24223026,8.4,348
tt2422326,7.6,125
tt2422366,7.8,24
tt24224066,6.0,328
tt24224080,9.6,91
tt2422426,7.0,149
tt24224500,5.1,10
tt24224528,4.2,93
tt24224996,6.5,1081
tt24225212,8.1,375
tt24225304,5.2,6
tt24225916,7.0,9
tt24225946,6.6,11
tt24226474,8.5,1561
tt24227018,4.7,3674
tt24227752,7.3,1547
tt24228490,6.4,5
tt24228718,6.6,5
tt24228780,6.6,5
tt2423054,8.8,11
tt2423132,6.4,2183
tt2423162,8.3,33
tt2423176,6.8,13
tt2423504,6.4,817
tt24237066,3.9,269
tt2423916,8.3,283
tt2423918,9.2,11
tt2424028,5.4,1186
tt24240390,7.2,10
tt24240546,8.9,12
tt24240794,7.3,14
tt2424330,6.4,23
tt2424418,6.0,59
tt24244436,7.6,136
tt2424492,4.6,11
tt2424534,6.6,174
tt2424538,5.3,38
tt2424612,6.0,39
tt24246566,6.8,32
tt2424678,7.5,12
tt24247154,8.3,131
tt2424752,6.2,255
tt2424812,6.7,23
tt24248198,6.3,1207
tt2424822,7.4,43
tt24248430,4.6,6
tt2424850,9.2,6
tt24248556,6.1,65
tt2424906,5.4,117
tt2424982,7.2,28
tt2424988,7.1,26114
tt24249946,6.9,1805
tt2425014,9.1,11
tt24251076,7.5,14
tt24251826,8.5,354
tt24251838,8.5,11
tt2425294,6.2,21
tt2425466,5.2,157
tt2425470,8.7,13
tt2425486,6.9,9220
tt2425506,5.7,9
tt2425520,7.9,25
tt2425522,8.6,26
tt2425524,8.9,15
tt2425542,4.8,249
tt24255908,5.0,116
tt2425618,6.5,665
tt2425852,5.7,1156
tt2425866,2.4,806
tt2425886,4.9,1346
tt2425902,5.0,12
tt24260118,9.2,8
tt2426024,5.8,48
tt2426060,8.2,8
tt2426242,6.7,42
tt2426266,6.3,71
tt2426268,8.4,11
tt2426476,6.5,26
tt2426498,6.1,13
tt24265682,5.4,89
tt24268454,7.2,65902
tt2426934,4.2,50
tt2426948,6.8,30
tt2427004,6.2,21
tt2427050,6.9,9
tt2427150,8.0,26
tt2427224,5.1,144
tt2427476,7.6,12
tt2427502,6.2,6025
tt24277240,2.3,9
tt24278016,8.4,5
tt2427814,6.4,119
tt2427816,3.6,50
tt2427836,4.3,240
tt2427892,6.9,19002
tt2427898,6.5,134
tt2427962,8.7,16
tt2427968,6.4,1198
tt2428104,4.0,8
tt2428114,7.6,80
tt2428126,8.1,10
tt2428168,8.8,7
tt2428170,6.3,65291
tt2428192,8.3,10
tt2428196,8.1,28
tt2428264,6.7,7
tt2428290,8.2,16
tt2428298,5.2,14
tt2428368,8.0,174
tt2428374,8.9,12
tt2428400,6.5,79
tt2428402,8.2,80
tt2428544,5.7,207
tt2428580,5.8,306
tt2428612,4.2,193
tt2428636,8.1,19
tt2428672,7.4,50
tt2428686,8.1,11
tt2428708,7.8,10
tt2428710,7.0,11
tt2428712,5.2,22
tt2428718,6.6,20
tt2428726,4.8,140
tt2428786,8.1,15
tt2428818,6.7,56
tt2428822,9.0,21
tt2428824,5.9,780
tt2428872,6.6,92
tt2428928,6.9,16
tt2428942,7.0,41
tt2429074,5.9,11342
tt2429086,3.9,322
tt2429118,8.0,33
tt2429144,7.7,1115
tt2429276,7.5,63
tt2429278,4.3,315
tt2429292,6.9,5581
tt2429302,8.1,23
tt2429348,6.8,50
tt2429414,6.3,435
tt2429498,8.8,39
tt2429550,4.2,133
tt2429558,7.7,22
tt2429602,6.6,13
tt2429638,5.4,741
tt2429640,5.0,2781
tt2429704,5.4,15
tt2429774,6.0,15
tt2429800,7.0,150
tt2429808,6.8,19
tt2429812,7.4,59
tt2429848,8.5,9
tt2429906,5.7,42
tt24299146,6.7,245
tt2429930,5.6,76
tt24299446,7.8,24
tt2429958,8.5,14
tt2430004,9.5,38
tt24300070,7.5,23
tt2430014,5.2,23
tt2430040,7.9,25
tt2430044,5.8,1514
tt2430074,9.3,12
tt24300830,7.6,99
tt2430084,5.6,45
tt2430104,7.4,1109
tt2430166,3.5,37
tt2430356,2.6,128
tt2430704,4.2,14
tt2430806,7.1,11
tt2430922,8.3,19
tt2431032,6.8,40
tt2431074,2.5,227
tt24310744,6.3,23
tt2431076,6.8,10
tt2431082,7.2,61
tt2431102,6.3,54
tt2431128,8.4,24
tt2431286,7.6,102920
tt2431308,7.0,96
tt2431332,6.6,21
tt2431382,5.1,18
tt2431396,3.7,33
tt2431406,5.8,88
tt2431410,7.4,20
tt2431420,5.9,16
tt2431448,4.9,85
tt2431478,7.9,29
tt2431488,8.8,11
tt24315604,7.4,28
tt2431576,2.8,580
tt24316572,4.4,26
tt2431684,6.7,10
tt2431686,7.4,34
tt2431704,7.0,9
tt2431788,6.6,36
tt2431820,8.5,15
tt24319092,6.2,7
tt2431918,5.1,71
tt2431934,6.8,868
tt2432226,5.2,24
tt2432258,8.0,49
tt2432374,8.6,20
tt2432458,7.0,43
tt2432500,7.1,29
tt24325382,7.9,57
tt2432558,9.0,7
tt2432560,6.8,12
tt24325840,5.4,21
tt2432670,8.1,20
tt2432682,6.0,23
tt2432704,6.9,91
tt2432744,6.6,7
tt2432788,6.7,98
tt24327980,5.8,10
tt2432816,5.0,68
tt2432832,6.9,461
tt2432836,7.8,5
tt24328976,7.3,121
tt2432908,7.1,16
tt2432910,4.9,12
tt2432918,6.1,434
