Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Ross Stewart,1,nan,11250000.0,87.0,8.0
R.J. Cutler,1,50474843.0,11000000.0,46.0,6.7
David S. Ward,1,49797148.0,11000000.0,62.0,7.2
Taylor Sheridan,1,33800859.0,11000000.0,73.0,7.7
Rob Pritts,1,23980304.0,11000000.0,20.0,4.7
Stephen Merchant,1,22958886.0,11000000.0,68.0,7.1
Dustin Hoffman,1,18390117.0,11000000.0,64.0,6.8
Brendan Malloy,1,13906394.0,11000000.0,22.0,6.2
Emmett Malloy,1,13906394.0,11000000.0,22.0,6.2
Gregory Poirier,1,13558739.0,11000000.0,15.0,5.3
Tina Gordon,1,9177065.0,11000000.0,52.0,5.4
Joel Edgerton,3,94363222.0,26000000.0,223.0,20.9
Ali Abbas Zafar,1,6200000.0,11000000.0,nan,7.0
Dewey Nicks,1,5285941.0,11000000.0,12.0,5.3
Philip Saville,1,4069090.0,11000000.0,52.0,7.7
Martin Ritt,2,nan,13500000.0,124.0,14.6
William A. Graham,1,2807854.0,11000000.0,28.0,5.1
Eric Paccoud,1,nan,11000000.0,nan,nan
Agnieszka Holland,1,384029.0,11000000.0,59.0,6.7
Caroline Aubert,1,nan,11000000.0,nan,nan
Lisa Azuelos,1,nan,11000000.0,nan,4.4
Shintaro Shimosawa,1,nan,11000000.0,24.0,5.3
Ciarán Foy,2,nan,21000000.0,nan,11.1
David Hackl,1,56746769.0,10800000.0,20.0,5.8
Ray Lawrence,1,400438.0,10800000.0,65.0,6.3
Jazz Boon,1,nan,10800000.0,nan,6.0
Karan Johar,2,7294215.0,19220000.0,nan,13.9
Jaume Balagueró,2,nan,12700000.0,86.0,12.8
Ruairi Robinson,1,24084.0,10600000.0,46.0,5.5
Jonathan Kasdan,2,11075794.0,12500000.0,102.0,13.2
Alain Deruelle,1,nan,10500000.0,nan,2.8
Jesús Franco,1,nan,10500000.0,nan,2.8
Floyd Mutrux,1,123509.0,10500000.0,nan,6.3
Léa Pool,2,1781963.0,11600000.0,nan,13.5
Justine Goaziou,1,nan,10350000.0,nan,nan
Sajid Khan,1,1183658.0,10100000.0,nan,5.5
James DeMonaco,3,215649290.0,22000000.0,146.0,18.1
Bill Holderman,1,68566296.0,10000000.0,53.0,6.1
Geoffrey Sax,1,56386759.0,10000000.0,30.0,5.5
Leigh Whannell,3,134605688.0,20000000.0,191.0,20.7
Ken Annakin,1,nan,10000000.0,75.0,7.7
Gerd Oswald,1,nan,10000000.0,75.0,7.7
Carol Reed,2,nan,14000000.0,nan,14.2
Chuck Sheetz,1,36706141.0,10000000.0,43.0,6.5
George Ogilvie,1,36230219.0,10000000.0,71.0,6.2
Marcus Raboy,2,33262678.0,20000000.0,nan,10.899999999999999
Michael Schultz,3,43686727.0,16000000.0,150.0,19.799999999999997
Ken Marino,1,32149404.0,10000000.0,54.0,6.0
Peter Sollett,3,34112155.0,17800000.0,197.0,20.4
Bob Dolman,1,30307416.0,10000000.0,48.0,5.7
Peter Rida Michail,1,29790236.0,10000000.0,69.0,6.7
Morgan Spurlock,2,40409797.0,10065000.0,122.0,11.4
Greg Coolidge,1,28444855.0,10000000.0,36.0,5.5
Jason Zada,1,26594261.0,10000000.0,34.0,4.8
Olatunde Osunsanmi,1,25486040.0,10000000.0,34.0,5.9
Salim Akil,2,61692863.0,17000000.0,110.0,11.4
Leslie Small,3,63541530.0,13250000.0,nan,19.900000000000002
Robert Ben Garant,1,20342161.0,10000000.0,47.0,5.9
Gregory Plotkin,2,29407555.0,15500000.0,56.0,10.1
Leon Ichaso,1,18225518.0,10000000.0,50.0,5.8
Patricia Rozema,1,17657973.0,10000000.0,63.0,6.5
Joseph Zito,1,17536256.0,10000000.0,29.0,5.4
D.W. Griffith,3,nan,10495907.0,nan,20.1
Evan Spiliotopoulos,1,15532137.0,10000000.0,36.0,5.1
Rob Schmidt,1,15418790.0,10000000.0,32.0,6.1
Neal Brennan,1,15122676.0,10000000.0,39.0,5.7
Jim Jarmusch,5,22657205.0,20100000.0,380.0,37.3
Tuck Tucker,1,13728902.0,10000000.0,47.0,5.9
Zara Hayes,1,13631124.0,10000000.0,36.0,6.1
Theodore Witcher,1,12479335.0,10000000.0,65.0,7.3
Jim Hanon,1,11967000.0,10000000.0,45.0,6.7
Chia-Liang Liu,1,11555430.0,10000000.0,74.0,7.5
Jackie Chan,1,11555430.0,10000000.0,74.0,7.5
Michael Patrick Jann,1,10571408.0,10000000.0,28.0,6.7
Robin Bissell,1,10205616.0,10000000.0,49.0,7.3
Autumn de Wilde,1,10055355.0,10000000.0,71.0,6.7
Jason Bateman,1,7779614.0,10000000.0,57.0,6.6
Jeff Lowell,1,7563670.0,10000000.0,30.0,5.2
Farren Blackburn,1,6900335.0,10000000.0,25.0,4.8
Marcus Dunstan,2,14554172.0,13000000.0,67.0,12.399999999999999
Ulrich Seidl,1,13031.0,10000000.0,66.0,7.0
Angela Turner,1,nan,10000000.0,nan,6.9
Scott Kalvert,1,6080065.0,10000000.0,16.0,5.6
David Schwimmer,2,6123278.0,14000000.0,108.0,13.4
Allan Arkush,1,2154696.0,10000000.0,nan,4.2
Dan Fogelman,2,9739714.0,20000000.0,79.0,13.9
Jon S. Baird,1,5470235.0,10000000.0,75.0,7.2
Ahmet Boyacioglu,1,nan,10000000.0,nan,6.1
Charles McCracken,1,4711220.0,10000000.0,32.0,3.9
Romuald Boulanger,1,nan,10000000.0,nan,5.4
Kevin Connolly,1,4343227.0,10000000.0,24.0,4.8
Jay Duplass,4,12072991.0,17215000.0,269.0,25.2
Mark Duplass,4,12072991.0,17215000.0,269.0,25.2
Matt Brown,1,3866794.0,10000000.0,56.0,7.2
Bionca,1,nan,10000000.0,nan,nan
Peter Medak,1,3275585.0,10000000.0,50.0,6.6
Jon Stewart,1,3128941.0,10000000.0,67.0,6.6
Terence Davies,1,3043284.0,10000000.0,78.0,7.0
Martin Weisz,1,nan,10000000.0,nan,5.8
Tom Brady,1,2529395.0,10000000.0,9.0,3.3
Michael John Warren,1,2394386.0,10000000.0,43.0,6.1
James Kent,1,1822250.0,10000000.0,76.0,7.2
Eric Blakeney,1,1638202.0,10000000.0,42.0,5.6
Rakesh Roshan,1,1430721.0,10000000.0,68.0,6.4
Jim Wilson,1,1064454.0,10000000.0,37.0,6.3
Richard Kwietniowski,2,3592883.0,14030000.0,150.0,13.9
Bob Odenkirk,2,5530971.0,14000000.0,59.0,11.2
John Turturro,1,840134.0,10000000.0,60.0,6.0
Ralph Fiennes,1,757195.0,10000000.0,79.0,6.1
Gabriela Cowperthwaite,1,663725.0,10000000.0,57.0,7.3
Joshua Seftel,1,580862.0,10000000.0,37.0,5.5
Vincent Gallo,2,2741398.0,11500000.0,119.0,12.3
M. Cahill,1,268461.0,10000000.0,63.0,6.6
Gusztáv Hámos,1,nan,10000000.0,nan,7.1
Katja Pratschke,1,nan,10000000.0,nan,7.1
Dan Harris,1,228767.0,10000000.0,53.0,7.1
Mel Smith,1,228194.0,10000000.0,39.0,6.1
Bobcat Goldthwait,1,221805.0,10000000.0,69.0,6.9
Rafa Lara,1,173472.0,10000000.0,nan,6.2
Jake Scott,1,158898.0,10000000.0,50.0,6.9
Justin Tipping,1,150191.0,10000000.0,69.0,6.4
John Stalberg Jr.,1,139034.0,10000000.0,31.0,5.7
Julio DePietro,1,100688.0,10000000.0,47.0,5.8
Katherine Dieckmann,1,93388.0,10000000.0,34.0,4.6
Jesse V. Johnson,1,76289.0,10000000.0,60.0,5.6
Michael Clancy,1,75076.0,10000000.0,34.0,6.4
Arthur Hiller,1,45779.0,10000000.0,nan,3.5
Michael Meredith,1,19716.0,10000000.0,47.0,5.5
Kim Farrant,1,17472.0,10000000.0,42.0,5.2
Scott Marshall,2,4345663.0,15000000.0,nan,9.3
Álex de la Iglesia,1,4803.0,10000000.0,nan,6.1
Eric Lavaine,1,nan,10000000.0,nan,6.1
Aleksey Sidorov,2,nan,17000000.0,nan,13.0
Andrew Traucki,1,nan,10000000.0,nan,5.8
Sarik Andreasyan,1,nan,10000000.0,23.0,5.0
Sian Heder,2,nan,16000000.0,135.0,14.7
Robert Adetuyi,1,nan,10000000.0,nan,4.3
Kari Skogland,1,nan,10000000.0,57.0,6.8
Julian Gilbey,2,nan,14000000.0,nan,12.2
Fabrice du Welz,1,nan,10000000.0,40.0,6.4
Taedong Park,1,nan,10000000.0,nan,4.4
Mauricio De la Orta,1,nan,10000000.0,nan,4.4
Roger Mainwood,1,nan,10000000.0,72.0,7.7
Paul Schrader,6,nan,30750000.0,347.0,35.1
Dee Rees,1,nan,10000000.0,85.0,7.4
Jason Connery,1,nan,10000000.0,nan,3.7
Jim Issa,1,nan,10000000.0,nan,5.3
Vic Sarin,2,nan,16000000.0,nan,14.0
William Girdler,1,nan,10000000.0,25.0,5.2
Stephanie Laing,1,nan,10000000.0,34.0,6.4
Rebecca Hall,1,nan,10000000.0,85.0,6.7
Mike Brett,1,43089.0,10000000.0,71.0,7.8
Steve Jamison,1,43089.0,10000000.0,71.0,7.8
Simon Verhoeven,1,3759078.0,9900000.0,31.0,5.2
William Phillips,2,nan,15700000.0,nan,12.8
James Vanderbilt,1,2541854.0,9600000.0,66.0,6.8
Gary Sherman,1,14114488.0,9500000.0,40.0,4.7
Nitesh Tiwari,1,12391761.0,9500000.0,nan,8.3
Valeri Milev,1,nan,9500000.0,nan,4.9
Stanley Kramer,2,nan,12400000.0,119.0,15.8
Pedro Almodóvar,1,12899867.0,9400000.0,84.0,7.6
Gerald Potterton,1,546545.0,9300000.0,51.0,6.6
John Halas,1,546545.0,9300000.0,51.0,6.6
Yash Chopra,2,5986071.0,16200000.0,nan,14.5
Anurag Basu,1,1685269.0,9200000.0,62.0,6.0
Kriv Stenders,1,nan,9100000.0,nan,7.3
Ferzan Özpetek,1,nan,9100000.0,nan,7.2
Rémi Bezançon,1,nan,9100000.0,64.0,6.9
Jean-Christophe Lie,1,nan,9100000.0,64.0,6.9
Marcus Nispel,3,nan,9165000.0,nan,16.9
Bryan Bertino,1,52597610.0,9000000.0,47.0,6.1
Kris Isacsson,1,20069008.0,9000000.0,13.0,5.0
Pablo Larraín,1,13960394.0,9000000.0,81.0,6.7
Stewart Raffill,2,14787607.0,14600000.0,66.0,8.6
Daniel Taplitz,1,12264319.0,9000000.0,46.0,5.6
Kevin Tancharoen,1,11862398.0,9000000.0,48.0,5.6
Jennifer Arnold,1,11862398.0,9000000.0,48.0,5.6
Jacob Chase,1,10475990.0,9000000.0,58.0,5.7
Tamara Jenkins,2,12125855.0,14000000.0,154.0,13.8
Linda Mendoza,1,6130049.0,9000000.0,33.0,4.8
Ry Russo-Young,2,17191151.0,14000000.0,110.0,12.3
Hart Bochner,1,4330020.0,9000000.0,42.0,6.5
Luchino Visconti,1,nan,9000000.0,nan,7.7
Wayne Blair,1,2450867.0,9000000.0,67.0,7.0
David L. Hunt,2,nan,10750000.0,nan,12.399999999999999
Meiert Avis,1,1069318.0,9000000.0,29.0,4.2
Marc Forby,1,883887.0,9000000.0,41.0,6.1
Chatrichalerm Yukol,1,454736.0,9000000.0,58.0,6.4
Tim Blake Nelson,1,70066.0,9000000.0,58.0,6.4
Raúl de la Fuente,1,3190.0,9000000.0,78.0,7.3
Damian Nenow,1,3190.0,9000000.0,78.0,7.3
Ekachai Uekrongtham,1,1242.0,9000000.0,39.0,5.6
Anthony Marciano,1,nan,9000000.0,nan,6.1
Jeremy Sims,1,nan,9000000.0,nan,7.0
Emily Young,1,nan,9000000.0,nan,6.3
Roger Vadim,1,nan,9000000.0,51.0,5.8
Peter Faiman,1,174803506.0,8800000.0,62.0,6.6
Roland Suso Richter,1,nan,8800000.0,nan,6.0
Joby Harold,1,14377198.0,8600000.0,33.0,6.5
Tatsuya Nagamine,1,30712119.0,8500000.0,59.0,7.7
Mark Rydell,1,29174648.0,8500000.0,67.0,6.9
Vondie Curtis-Hall,1,4274407.0,8500000.0,14.0,2.4
David Michôd,2,2158462.0,12700000.0,147.0,13.600000000000001
Kang Woo-suk,1,298347.0,8500000.0,nan,7.0
Ross Venokur,1,nan,8500000.0,nan,3.6
Vipul Amrutlal Shah,1,1207007.0,8400000.0,nan,7.1
Ayan Mukerji,1,3827466.0,8300000.0,nan,7.2
John Sayles,4,17820322.0,20400000.0,278.0,27.6
Ken Loach,1,1836089.0,8300000.0,82.0,7.5
Serdar Akar,1,nan,8300000.0,nan,5.7
Enrico Guazzoni,1,nan,8250000.0,nan,6.2
Gabriel Julien-Laferrière,1,nan,8200000.0,nan,5.5
James Frawley,1,65810475.0,8000000.0,74.0,7.6
Don Siegel,1,43000000.0,8000000.0,76.0,7.6
Chris Stokes,1,40363810.0,8000000.0,37.0,3.8
Banjong Pisanthanakun,1,nan,8000000.0,nan,7.0
Parkpoom Wongpoom,1,nan,8000000.0,nan,7.0
Ken Shapiro,1,26154211.0,8000000.0,27.0,5.0
Peter R. Hunt,1,22774493.0,8000000.0,61.0,6.7
Doug Atchison,1,18848430.0,8000000.0,72.0,7.4
Nicole Holofcener,4,36240363.0,18500000.0,291.0,26.099999999999998
Jonas Elmer,1,16734283.0,8000000.0,29.0,5.7
John Carney,2,25610555.0,8150000.0,152.0,15.2
Mary Harron,1,15070285.0,8000000.0,64.0,7.6
Gregory Dark,1,15032800.0,8000000.0,17.0,5.0
Erik Canuel,1,12665721.0,8000000.0,nan,6.7
Matty Rich,2,11592998.0,8450000.0,nan,12.1
Fina Torres,1,5020111.0,8000000.0,41.0,5.3
Luke Scott,1,3915251.0,8000000.0,48.0,5.8
Duke Johnson,1,3759286.0,8000000.0,88.0,7.3
Ben Hernandez Bray,1,1400603.0,8000000.0,46.0,5.4
Louis Feuillade,1,nan,8000000.0,nan,nan
Andrew Haigh,2,1647648.0,8190000.0,161.0,14.8
Nora Twomey,1,676775.0,8000000.0,81.0,7.5
Steve James,3,8533193.0,9350000.0,227.0,22.200000000000003
Leslie Arliss,1,nan,8000000.0,nan,6.8
David Jacobson,1,568932.0,8000000.0,65.0,6.4
Michael Corrente,2,7760754.0,15000000.0,115.0,12.7
Benedict Andrews,1,434702.0,8000000.0,54.0,6.0
Keith Gordon,2,1863871.0,13000000.0,nan,12.5
Andrew Currie,1,304533.0,8000000.0,70.0,6.7
Mathew Cullen,1,252676.0,8000000.0,16.0,3.9
Andrew Wilson,1,127414.0,8000000.0,44.0,5.5
Luke Wilson,1,127414.0,8000000.0,44.0,5.5
Marc Schölermann,1,109846.0,8000000.0,55.0,5.9
Bobby Moresco,1,54702.0,8000000.0,36.0,6.3
Claudia Llosa,1,53086.0,8000000.0,34.0,5.3
Dennis Lee,1,70600.0,8000000.0,34.0,6.4
Kwang-Hyun Park,1,nan,8000000.0,nan,7.6
Per Fly,1,nan,8000000.0,48.0,6.3
Scott Z. Burns,1,nan,8000000.0,66.0,7.2
Keith Parmer,1,nan,8000000.0,nan,4.5
Jeffrey Hornaday,1,nan,8000000.0,nan,5.9
Paul Sorvino,1,nan,8000000.0,nan,nan
Michael Winnick,1,nan,8000000.0,nan,4.1
Jordan Roberts,1,nan,8000000.0,50.0,6.7
François Ozon,1,10130108.0,7800000.0,70.0,6.7
David Webb Peoples,1,882290.0,7700000.0,nan,6.3
Ali Asgari,1,nan,7600000.0,nan,nan
Charles de Lauzirika,1,nan,7500000.0,nan,7.7
Stanley Tong,1,32392047.0,7500000.0,61.0,6.7
Charles Robert Carner,1,4161625.0,7500000.0,17.0,3.4
Russell Holt,1,3347647.0,7500000.0,nan,6.5
Rodrigo García,2,4125205.0,14500000.0,121.0,13.9
Janus Metz,1,231346.0,7500000.0,63.0,6.9
Jeta Amata,1,5782.0,7500000.0,31.0,5.3
Sacha Bennett,1,nan,7500000.0,nan,4.8
Ernie Barbarash,3,nan,12250000.0,nan,16.4
Eli Craig,1,nan,7500000.0,nan,5.7
Stacy Title,1,22395806.0,7400000.0,37.0,4.3
Siddharth Anand,1,872643.0,7400000.0,49.0,5.7
Vincent Paronnaud,1,4445756.0,7300000.0,90.0,8.0
Marjane Satrapi,1,4445756.0,7300000.0,90.0,8.0
Daniel Barber,1,1818681.0,7300000.0,55.0,7.2
Werner Gröner,1,nan,7250000.0,nan,nan
Guy Hamilton,5,158480445.0,29200000.0,286.0,34.0
Robert Marcarelli,1,12614346.0,7200000.0,14.0,3.6
Mark Robson,1,79666653.0,7000000.0,56.0,5.9
Justin Baldoni,1,45729221.0,7000000.0,53.0,7.2
Michael Anderson,2,nan,12000000.0,nan,10.8
Doug McHenry,2,42688287.0,12000000.0,nan,10.8
Jean-Luc Godard,1,414173.0,7000000.0,nan,7.7
Don Kempf,1,18650521.0,7000000.0,57.0,7.4
James D. Stern,1,18650521.0,7000000.0,57.0,7.4
David Yarovesky,1,17300439.0,7000000.0,44.0,6.1
Rob Zombie,5,33798594.0,20000000.0,226.0,28.4
Daniel Attias,1,12361866.0,7000000.0,26.0,6.4
Mike Mills,3,12784337.0,14200000.0,233.0,21.0
Tony Maylam,1,5430822.0,7000000.0,26.0,6.0
Mitch Davis,1,4720371.0,7000000.0,38.0,6.3
Kevin Brodie,1,2165637.0,7000000.0,38.0,6.2
Sam Levinson,3,nan,13500000.0,153.0,18.6
Tim Chambers,1,1891936.0,7000000.0,49.0,6.5
Lynne Ramsay,2,2006599.0,13000000.0,146.0,14.2
John Stephenson,1,2258620.0,7000000.0,33.0,6.2
Bob Gosse,1,1429299.0,7000000.0,26.0,5.2
Dick Richards,1,1000000.0,7000000.0,nan,6.3
Shari Springer Berman,2,6464367.0,9000000.0,146.0,13.2
Robert Pulcini,2,6464367.0,9000000.0,146.0,13.2
Spencer Susser,1,382946.0,7000000.0,45.0,6.9
Alex Zamm,1,181233.0,7000000.0,nan,2.3
Richard E. Grant,1,234750.0,7000000.0,61.0,6.7
Thaddeus O'Sullivan,1,196067.0,7000000.0,53.0,6.6
Troy Duffy,1,30471.0,7000000.0,44.0,7.7
Elena Rayskaya,1,nan,7000000.0,nan,6.8
Stuart McDonald,1,nan,7000000.0,nan,6.4
David Lam,1,nan,7000000.0,nan,5.4
Pyotr Nosov,1,nan,7000000.0,nan,5.0
Jackie Earle Haley,1,nan,7000000.0,51.0,5.8
Robert C. Cooper,1,nan,7000000.0,nan,7.4
Mark Tonderai,1,31611916.0,6900000.0,31.0,5.5
Kim Nguyen,1,nan,6840000.0,61.0,6.0
Arie Posin,2,402603.0,10800000.0,92.0,13.100000000000001
Damian Nieman,1,25032.0,6800000.0,40.0,6.3
Rachel Perkins,1,113568.0,6750000.0,54.0,6.2
Fisher Stevens,1,nan,6713933.0,53.0,7.3
Ian Fitzgibbon,1,828.0,6600000.0,47.0,6.3
Alexandre Lima,1,nan,6537890.0,nan,7.5
Luis Valdez,1,54215416.0,6500000.0,65.0,6.9
Alan Alda,1,50427646.0,6500000.0,55.0,6.8
Justin Dec,1,25621766.0,6500000.0,31.0,5.4
Jayson Thiessen,1,21885107.0,6500000.0,39.0,6.1
Louis Morneau,1,10155690.0,6500000.0,23.0,4.0
Michael Carney,1,6423605.0,6500000.0,47.0,6.6
Caroline Link,1,6180200.0,6500000.0,72.0,7.5
Zal Batmanglij,2,2709854.0,6635000.0,135.0,13.399999999999999
Oren Moverman,1,1109660.0,6500000.0,77.0,7.1
Ian Sharp,1,nan,6500000.0,nan,6.5
Wolfgang Becker,1,4064200.0,6400000.0,68.0,7.7
Danila Kozlovskiy,1,nan,6250000.0,nan,6.3
Tyler Nilson,1,20457151.0,6200000.0,70.0,7.6
Michael Schwartz,1,20457151.0,6200000.0,70.0,7.6
Pablo Camaití,1,nan,6200000.0,nan,9.0
George Roy Hill,2,258308889.0,11500000.0,149.0,16.3
Robert Stevenson,1,102272727.0,6000000.0,88.0,7.8
Gary Hardwick,1,27457409.0,6000000.0,50.0,6.3
Olivia Wilde,1,22680962.0,6000000.0,84.0,7.1
King Vidor,5,nan,20022000.0,nan,35.6
Otto Brower,1,20408163.0,6000000.0,nan,6.8
William Dieterle,2,nan,6550000.0,nan,13.899999999999999
Chuck Konzelman,1,19005109.0,6000000.0,10.0,5.5
Cary Solomon,1,19005109.0,6000000.0,10.0,5.5
Nicholas McCarthy,1,14856291.0,6000000.0,45.0,5.9
Diederik Van Rooijen,1,14837422.0,6000000.0,37.0,5.2
Fred Savage,1,13235267.0,6000000.0,13.0,3.2
Sammo Kam-Bo Hung,1,12716953.0,6000000.0,nan,6.2
Rusty Cundieff,1,11837928.0,6000000.0,nan,6.5
Dominique Othenin-Girard,1,11642254.0,6000000.0,28.0,4.9
Brian Klugman,1,11494838.0,6000000.0,37.0,7.0
Lee Sternthal,1,11494838.0,6000000.0,37.0,7.0
Risa Bramon Garcia,1,6852450.0,6000000.0,33.0,5.9
Raymond De Felitta,1,6671036.0,6000000.0,66.0,7.4
Harold Cronk,3,87747204.0,12150000.0,77.0,14.7
Matt Piedmont,1,5909483.0,6000000.0,52.0,5.5
John Michael McDonagh,1,5360274.0,6000000.0,78.0,7.3
Deb Hagan,1,4694636.0,6000000.0,15.0,4.6
Mark Herman,1,4611784.0,6000000.0,68.0,7.0
Zach Cregger,2,45386264.0,10500000.0,85.0,12.0
Trevor Moore,1,4543320.0,6000000.0,7.0,5.0
Mark Tarlov,1,4398989.0,6000000.0,27.0,5.2
Jesse Peretz,3,28303966.0,11300000.0,nan,18.5
John Cameron Mitchell,3,7327525.0,13000000.0,225.0,21.1
Florian Zeller,1,2122771.0,6000000.0,88.0,8.2
David Atkins,1,2036682.0,6000000.0,45.0,5.8
Panos Cosmatos,2,1290185.0,7100000.0,131.0,12.4
Patrick Stettner,2,8867313.0,10000000.0,118.0,12.2
Eiichi Kudô,1,nan,6000000.0,nan,7.4
Sylvio Tabet,1,869325.0,6000000.0,nan,4.1
Rick Bieber,1,408159.0,6000000.0,nan,5.6
Claude Chabrol,1,182163.0,6000000.0,67.0,6.4
Joey Lauren Adams,1,119452.0,6000000.0,64.0,6.2
Fred Zinnemann,5,nan,15780000.0,382.0,37.9
S.R. Bindler,1,52132.0,6000000.0,16.0,4.6
Kate Barker-Froyland,1,32251.0,6000000.0,48.0,5.8
Jake Goldberger,1,13722.0,6000000.0,50.0,5.8
Tarek Boudali,1,nan,6000000.0,nan,6.1
Vasily Serikov,1,nan,6000000.0,nan,3.2
Greg Marcks,1,nan,6000000.0,65.0,7.1
Bryan Fogel,1,nan,6000000.0,68.0,7.9
Perry Lang,1,nan,6000000.0,nan,5.6
Charles Matthau,1,nan,6000000.0,nan,5.7
William Kaufman,2,nan,7950000.0,nan,10.5
Jérôme Plon,1,nan,5900000.0,nan,7.0
Maksim Volkov,1,nan,5900000.0,nan,nan
Arthur Penn,2,nan,8300000.0,166.0,15.5
Martin Koolhoven,1,543100.0,5800000.0,66.0,7.0
Christopher M. Bessette,1,15091.0,5800000.0,29.0,5.3
Joost Schrickx,1,nan,5700000.0,nan,nan
Ashish R. Mohan,1,379466.0,5600000.0,nan,4.3
Marco Romano,1,nan,5600000.0,nan,3.7
Darren Grant,1,50633099.0,5500000.0,36.0,5.7
Joseph Gordon-Levitt,1,24477704.0,5500000.0,66.0,6.5
Émile Gaudreault,1,6253026.0,5500000.0,41.0,6.7
DK Welchman,1,6735118.0,5500000.0,62.0,7.8
Hugh Welchman,1,6735118.0,5500000.0,62.0,7.8
William Sachs,1,nan,5500000.0,nan,3.6
Daniel Deleforges,1,nan,5500000.0,nan,8.4
James Cox,2,nan,7500000.0,nan,12.1
Peer Guldbrandsen,1,nan,5500000.0,nan,5.5
Aki Kaurismäki,1,611709.0,5500000.0,82.0,7.2
Jaime Falero,1,nan,5500000.0,nan,6.7
James Toback,2,2113846.0,6500000.0,115.0,10.3
George Ratliff,1,28468.0,5500000.0,35.0,5.3
Hitoshi Matsumoto,1,24956.0,5500000.0,57.0,5.9
Liv Ullmann,1,nan,5500000.0,56.0,5.5
Sophie Hyde,1,nan,5500000.0,65.0,6.1
Darius Marder,1,nan,5400000.0,82.0,7.7
Rakeysh Omprakash Mehra,1,2197694.0,5300000.0,nan,8.1
Shane Meadows,3,355265.0,8755000.0,203.0,22.9
Colm McCarthy,1,nan,5250000.0,67.0,6.6
Craig Johnson,2,5938260.0,6200000.0,123.0,12.6
Michael McGowan,1,489389.0,5200000.0,51.0,7.4
Rohan Sippy,1,564489.0,5200000.0,nan,6.2
Gilles Perez,1,nan,5200000.0,nan,7.4
Gilles Rof,1,nan,5200000.0,nan,7.4
Stiles White,1,50856010.0,5000000.0,38.0,4.5
Eugenio Derbez,1,nan,5000000.0,nan,7.2
Henry Koster,1,36000000.0,5000000.0,nan,6.7
Alex Kendrick,6,nan,10620000.0,nan,39.4
David Gelb,1,25801570.0,5000000.0,31.0,5.2
Ice Cube,1,23047939.0,5000000.0,nan,5.8
Nat Faxon,1,21506546.0,5000000.0,68.0,7.4
Jim Rash,1,21506546.0,5000000.0,68.0,7.4
Robert Duvall,1,19868354.0,5000000.0,83.0,7.2
George Jackson,1,19438638.0,5000000.0,nan,5.3
Maurice Joyce,1,19440089.0,5000000.0,nan,4.9
Frank Perry,1,19032261.0,5000000.0,55.0,6.6
Richard Glatzer,1,18754371.0,5000000.0,72.0,7.5
Wash Westmoreland,1,18754371.0,5000000.0,72.0,7.5
Gonzalo López-Gallego,1,17687709.0,5000000.0,24.0,5.2
Andrew Hyatt,2,nan,5250000.0,nan,10.899999999999999
Oz Perkins,1,15347654.0,5000000.0,64.0,5.5
Joe Chappelle,1,15116634.0,5000000.0,10.0,4.7
Michael Curtiz,3,nan,7239000.0,nan,22.0
Bruce Malmuth,1,14905359.0,5000000.0,56.0,6.3
Rob Hedden,1,14343976.0,5000000.0,14.0,4.5
Harmony Korine,2,17626884.0,10000000.0,118.0,10.8
Trey Edward Shults,2,14129939.0,5030000.0,164.0,13.3
Manuel Hinojosa,1,nan,5000000.0,nan,6.7
Mickey Liddell,1,13559812.0,5000000.0,28.0,3.9
Fred Walton,1,12947763.0,5000000.0,49.0,6.1
Steve Carver,1,12232628.0,5000000.0,65.0,6.3
Christine Jeffs,1,12062558.0,5000000.0,61.0,6.8
Michael Tiddes,3,69058109.0,11500000.0,65.0,13.2
Frank Borzage,1,nan,5000000.0,nan,6.4
Don Coscarelli,3,22578562.0,9000000.0,117.0,19.5
Bill Duke,1,10572742.0,5000000.0,43.0,6.1
Bob Buchholz,1,9631153.0,5000000.0,20.0,6.0
Mamoru Hosoda,1,9631153.0,5000000.0,20.0,6.0
Jeff Nimoy,1,9631153.0,5000000.0,20.0,6.0
Brian Dannelly,1,8940582.0,5000000.0,62.0,6.7
J.S. Cardone,1,7288451.0,5000000.0,35.0,5.3
Jay Levey,1,6157157.0,5000000.0,32.0,6.9
Ronan Chapalain,1,6096582.0,5000000.0,nan,6.6
Pascal Vuong,1,6096582.0,5000000.0,nan,6.6
Nicholaus Goossen,1,6090172.0,5000000.0,33.0,6.9
Matt Ross,1,5879835.0,5000000.0,72.0,7.8
Janicza Bravo,1,4844399.0,5000000.0,76.0,6.5
Martin Davidson,1,4786789.0,5000000.0,51.0,6.9
Randall Miller,1,4078607.0,5000000.0,56.0,6.8
Israel Horovitz,1,4013786.0,5000000.0,52.0,6.4
Anne Lescot,1,nan,5000000.0,nan,6.6
Laurence Magloire,1,nan,5000000.0,nan,6.6
Jerry Belson,1,3792188.0,5000000.0,nan,6.0
Jeffrey Blitz,1,3614896.0,5000000.0,40.0,5.8
Jeremy Saulnier,2,3478755.0,5420000.0,157.0,14.1
Cory Finley,1,3072605.0,5000000.0,75.0,6.6
Dan Rush,1,2711643.0,5000000.0,65.0,6.4
James Manera,1,846704.0,5000000.0,9.0,4.3
Fenton Bailey,2,1434778.0,7000000.0,100.0,12.9
Randy Barbato,2,1434778.0,7000000.0,100.0,12.9
